consumer_id,email_address_age_days,email_domain_label,email_domain_tld_label,email_username_length
254,510.42657282407407,386.0,17.0,17.0
255,0.0057544097222222,1100.0,17.0,8.0
256,168.37986467592592,458.0,17.0,10.0
258,247.13576403935184,1078.0,28.0,9.0
260,0.0076200347222222,386.0,17.0,8.0
261,270.6327995601852,386.0,17.0,12.0
262,,,,
264,759.0524928472223,386.0,17.0,10.0
265,8.366171921296296,386.0,17.0,23.0
266,300.0145842361111,386.0,17.0,24.0
267,,,,
268,0.3215258333333333,1100.0,17.0,14.0
269,795.6802416087962,1100.0,17.0,18.0
270,463.06508582175934,386.0,17.0,17.0
271,172.67556109953705,1100.0,17.0,13.0
272,188.860699363426,1100.0,17.0,11.0
273,1549.991215613426,386.0,17.0,14.0
274,470.34129800925933,386.0,17.0,8.0
276,487.78041424768514,386.0,17.0,18.0
277,469.9343275115741,1100.0,17.0,12.0
278,1671.9063077662036,386.0,17.0,13.0
279,,,,
280,328.28825921296294,1100.0,17.0,11.0
282,1792.3778736342592,730.0,17.0,13.0
284,472.7742180439815,152.0,28.0,8.0
285,222.52254964120368,386.0,17.0,7.0
286,184.2105507060185,1042.0,46.0,12.0
287,28.079245277777773,64.0,17.0,11.0
288,177.92216818287037,386.0,17.0,13.0
289,2.711913032407407,64.0,17.0,11.0
290,1705.8794036458332,1100.0,17.0,13.0
291,459.945459664352,730.0,17.0,12.0
292,100.85892081018518,386.0,17.0,18.0
293,411.2681743981482,575.0,17.0,10.0
294,132.11477315972223,1100.0,17.0,8.0
295,,,,
296,191.51141145833333,386.0,17.0,8.0
298,179.06543569444443,386.0,17.0,11.0
300,135.82671577546296,386.0,17.0,9.0
301,284.9392609143518,386.0,17.0,8.0
302,193.03798375,1100.0,17.0,9.0
303,219.30963502314816,386.0,17.0,11.0
304,597.9866034490741,386.0,17.0,12.0
305,19.766360532407404,386.0,17.0,11.0
306,14.998345636574076,1109.0,46.0,11.0
308,491.3821125578704,1000.0,28.0,8.0
309,0.7106986111111111,386.0,17.0,13.0
313,92.28674442129628,1100.0,17.0,15.0
314,805.7701544328703,386.0,17.0,15.0
315,22.133879502314816,1121.0,17.0,11.0
316,1099.8317171412036,386.0,17.0,8.0
317,866.1803495601853,386.0,17.0,19.0
318,61.95900429398148,386.0,17.0,18.0
319,1223.8629186342596,231.0,28.0,8.0
320,134.29952701388888,1100.0,17.0,6.0
321,721.4285787847223,386.0,17.0,6.0
322,1023.3362178356482,1100.0,17.0,8.0
323,1088.8662703819443,386.0,17.0,11.0
326,270.1292773611111,386.0,17.0,21.0
327,0.0,730.0,17.0,18.0
328,375.0604778703704,458.0,17.0,14.0
329,637.0936137384259,386.0,17.0,8.0
331,322.016954375,1100.0,17.0,15.0
333,215.95277405092597,386.0,17.0,15.0
334,1191.5848970254629,386.0,17.0,17.0
335,94.79922379629627,472.0,17.0,10.0
336,8.917675416666668,1100.0,17.0,15.0
339,113.01787608796296,612.0,17.0,12.0
340,655.4233150925926,386.0,17.0,16.0
341,0.964846238425926,386.0,17.0,6.0
342,1305.9377236805556,386.0,17.0,9.0
343,68.05359883101852,386.0,17.0,9.0
344,377.6398657638889,1100.0,17.0,17.0
345,222.0997274884259,386.0,17.0,12.0
346,289.3153321064815,386.0,17.0,8.0
347,454.6489654398149,386.0,17.0,12.0
348,141.1378330439815,386.0,17.0,12.0
349,1652.4752300925925,64.0,17.0,10.0
350,,,,
352,,,,
353,789.6504126157408,386.0,17.0,8.0
354,192.5553319675926,386.0,17.0,14.0
355,360.0053544097222,1100.0,17.0,14.0
356,118.26866765046294,386.0,17.0,13.0
358,791.6837529282408,472.0,17.0,15.0
359,817.9882813425926,730.0,17.0,13.0
360,,,,
361,,,,
362,411.0757428009259,386.0,17.0,9.0
363,112.95906524305556,386.0,17.0,16.0
366,64.08061710648147,386.0,17.0,8.0
367,747.3755244560185,64.0,17.0,5.0
368,0.8896137731481482,64.0,17.0,11.0
369,1.909401863425926,386.0,17.0,16.0
370,125.03812731481482,472.0,17.0,12.0
371,914.6871323148148,386.0,17.0,13.0
372,1405.262376539352,204.0,46.0,8.0
374,152.01528760416667,1100.0,17.0,7.0
376,892.116047650463,386.0,17.0,6.0
377,,,,
378,363.88586266203697,386.0,17.0,11.0
379,496.7532585416666,547.0,28.0,8.0
380,115.92609787037036,458.0,17.0,10.0
382,180.13203677083337,386.0,17.0,7.0
383,192.5037378125,386.0,17.0,13.0
384,347.21036853009264,386.0,17.0,14.0
385,,,,
386,431.95846396990737,386.0,17.0,10.0
387,172.1214596759259,1100.0,17.0,9.0
388,820.017642037037,386.0,17.0,11.0
389,137.67083636574074,386.0,17.0,18.0
390,60.143215439814824,1100.0,17.0,10.0
391,226.31805364583332,458.0,17.0,15.0
392,80.98060519675926,386.0,17.0,13.0
393,4.943370300925926,267.0,29.0,3.0
396,188.62572837962963,386.0,17.0,12.0
397,399.701699039352,386.0,17.0,9.0
398,130.78289407407408,386.0,17.0,13.0
399,206.29089983796297,1100.0,17.0,10.0
400,327.24459777777776,1100.0,17.0,10.0
401,984.0425589467592,386.0,17.0,14.0
402,146.14146199074077,386.0,17.0,15.0
404,275.5601247106481,386.0,17.0,13.0
405,135.98654377314816,386.0,17.0,15.0
406,125.10736989583332,386.0,17.0,11.0
407,429.96374101851853,824.0,46.0,5.0
408,2.0409875810185185,1121.0,17.0,14.0
411,548.1718991666667,386.0,17.0,8.0
413,106.23418026620372,730.0,17.0,5.0
414,402.195169224537,1038.0,28.0,15.0
415,,,,
417,142.23762381944445,64.0,17.0,6.0
418,13.713198969907408,1100.0,17.0,17.0
419,808.9956183449074,386.0,17.0,14.0
420,50.139625833333334,463.0,52.0,12.0
421,928.8928083564816,64.0,17.0,10.0
423,6.241403009259258,361.0,17.0,8.0
424,625.1787209375,824.0,46.0,7.0
426,350.3765212037037,386.0,17.0,11.0
427,400.0551298148149,386.0,17.0,17.0
428,66.76866600694444,386.0,17.0,9.0
429,308.14120844907416,64.0,17.0,10.0
431,217.80617679398148,386.0,17.0,14.0
432,557.9263628935186,64.0,17.0,10.0
433,165.8754001273148,386.0,17.0,8.0
434,,,,
435,225.07503960648148,386.0,17.0,10.0
436,233.9175618981481,553.0,17.0,9.0
440,,,,
441,245.3158957638889,1100.0,17.0,10.0
442,534.3060453587963,458.0,17.0,10.0
443,125.90173091435186,386.0,17.0,8.0
444,949.4664549074074,386.0,17.0,6.0
445,153.03378021990738,386.0,17.0,9.0
446,,,,
447,504.90597048611113,386.0,17.0,12.0
449,104.01108532407407,386.0,17.0,11.0
453,,,,
454,200.8149759375,386.0,17.0,12.0
455,137.62050451388887,386.0,17.0,13.0
456,1255.999005162037,1100.0,17.0,9.0
457,717.1348368518518,386.0,17.0,12.0
459,201.151121875,386.0,17.0,14.0
461,225.9000921875,386.0,17.0,13.0
462,0.0,386.0,17.0,12.0
464,619.7091875347222,458.0,17.0,8.0
465,,,,
466,186.0857527546296,386.0,17.0,16.0
468,269.5426506712963,386.0,17.0,8.0
469,683.3511835300926,386.0,17.0,12.0
470,1427.6379500694443,386.0,17.0,8.0
474,648.3303599421296,1017.0,17.0,5.0
475,,,,
476,224.41006550925923,386.0,17.0,13.0
477,,,,
478,436.3387500578704,291.0,17.0,10.0
479,378.4874949189815,386.0,17.0,8.0
481,819.4950138078704,646.0,17.0,7.0
482,100.78002736111112,386.0,17.0,15.0
483,45.22213413194443,64.0,17.0,10.0
484,,,,
485,724.0261341319444,1100.0,17.0,12.0
486,1604.670649236111,386.0,17.0,8.0
488,0.0017811805555555,730.0,17.0,15.0
491,1130.9833739583332,386.0,17.0,7.0
492,451.11610211805566,204.0,46.0,7.0
493,624.0592828125,386.0,17.0,10.0
494,637.9920192939815,386.0,17.0,7.0
495,154.28617770833333,386.0,17.0,11.0
497,112.01753042824076,991.0,3.0,13.0
500,873.9742596643518,386.0,17.0,12.0
501,,,,
502,229.92691465277775,1100.0,17.0,16.0
503,,,,
504,23.712641689814816,846.0,17.0,4.0
505,1244.892435150463,612.0,17.0,6.0
508,309.3991444444445,386.0,17.0,17.0
510,157.13019003472226,386.0,17.0,10.0
511,312.2376936805556,386.0,17.0,8.0
513,164.73344703703702,394.0,25.0,14.0
514,0.227575474537037,730.0,17.0,9.0
516,,,,
520,115.29441005787037,64.0,17.0,14.0
521,765.2075625578702,386.0,17.0,14.0
522,154.80946048611108,386.0,17.0,16.0
523,365.43503707175927,386.0,17.0,12.0
524,,,,
525,1049.2827649537037,204.0,46.0,8.0
526,239.9557857523148,730.0,17.0,10.0
529,448.8797165162037,1100.0,17.0,10.0
530,28.15742505787037,1121.0,17.0,9.0
531,185.16697533564812,386.0,17.0,14.0
532,103.75743163194444,1100.0,17.0,12.0
533,605.1904118287038,1100.0,17.0,11.0
534,203.8332111921296,386.0,17.0,13.0
535,503.23191814814817,824.0,46.0,9.0
537,15.325225752314816,386.0,17.0,13.0
538,169.50838708333333,386.0,17.0,16.0
539,15.731172025462964,1100.0,17.0,15.0
540,97.85081090277778,386.0,17.0,13.0
541,,,,
542,663.2285729050926,386.0,17.0,10.0
544,0.0112508449074074,64.0,17.0,12.0
545,1144.0184524652775,386.0,17.0,16.0
546,304.47745765046295,386.0,17.0,8.0
547,105.18391471064815,1100.0,17.0,6.0
548,0.0504155092592592,730.0,17.0,10.0
550,131.69563011574073,386.0,17.0,10.0
551,19.15874005787037,386.0,17.0,14.0
554,111.23210364583332,386.0,17.0,7.0
556,18.95919306712963,472.0,17.0,10.0
557,28.285246898148152,1109.0,46.0,15.0
558,682.7218152083333,386.0,17.0,11.0
559,1104.858989467593,386.0,17.0,11.0
560,131.58566296296294,1076.0,17.0,8.0
563,399.0751572916666,386.0,17.0,13.0
564,,,,
565,184.97710041666667,386.0,17.0,16.0
566,475.7251413194445,458.0,17.0,12.0
567,1314.9501009837966,386.0,17.0,8.0
570,285.22411644675924,386.0,17.0,7.0
571,10.009328217592593,386.0,17.0,9.0
572,1008.244284085648,458.0,17.0,12.0
573,69.16377736111112,386.0,17.0,11.0
574,1234.1768364583334,730.0,17.0,10.0
575,140.99422329861108,458.0,17.0,10.0
577,,,,
578,506.80978083333326,386.0,17.0,9.0
579,234.14603150462963,64.0,17.0,15.0
580,,,,
581,440.8388192361113,386.0,17.0,9.0
582,248.9485888888889,386.0,17.0,13.0
583,1307.710643125,64.0,17.0,16.0
584,411.3894236805557,386.0,17.0,16.0
585,333.0085968518518,386.0,17.0,11.0
586,213.07828003472216,1100.0,17.0,18.0
588,10.94486417824074,458.0,17.0,14.0
589,463.97306451388886,1100.0,17.0,11.0
590,159.23965592592592,386.0,17.0,6.0
592,384.81868269675925,386.0,17.0,6.0
593,320.9137001736111,386.0,17.0,12.0
594,118.92533391203705,386.0,17.0,8.0
595,,,,
597,180.4897201967593,416.0,46.0,11.0
598,0.0061435185185185,578.0,17.0,12.0
599,110.8619711574074,386.0,17.0,10.0
600,866.646466724537,386.0,17.0,14.0
601,,,,
602,1.3378777662037038,386.0,17.0,11.0
604,0.0803550925925925,678.0,17.0,8.0
605,,,,
606,747.504484849537,386.0,17.0,7.0
607,387.6578803935185,386.0,17.0,14.0
608,,,,
609,100.7292712037037,1100.0,17.0,12.0
610,566.0691597800926,386.0,17.0,15.0
611,1097.861121712963,386.0,17.0,14.0
616,437.86706583333336,386.0,17.0,9.0
617,324.1455909375,1100.0,17.0,13.0
619,,,,
620,15.127116099537034,1100.0,17.0,14.0
621,912.891527025463,386.0,17.0,10.0
622,760.9065616087962,730.0,17.0,17.0
623,448.37091479166673,386.0,17.0,8.0
624,276.20056060185186,386.0,17.0,9.0
626,827.9030287962962,386.0,17.0,11.0
628,147.8700165162037,228.0,28.0,10.0
629,94.9606840625,730.0,17.0,12.0
631,417.37739837962965,1100.0,17.0,17.0
632,,,,
633,387.8750866203704,386.0,17.0,13.0
635,945.0009841087964,386.0,17.0,14.0
636,367.3801120023148,386.0,17.0,12.0
638,109.00462129629628,386.0,17.0,12.0
640,245.59301190972224,386.0,17.0,14.0
642,231.9463040856481,386.0,17.0,13.0
643,273.8406450925926,386.0,17.0,12.0
644,169.91773185185184,639.0,17.0,6.0
645,131.8354352199074,386.0,17.0,9.0
647,222.0470369675926,1100.0,17.0,13.0
648,173.10759747685185,386.0,17.0,15.0
650,0.0155163657407407,1100.0,17.0,12.0
651,716.9796080555556,1100.0,17.0,6.0
652,893.1483809259261,386.0,17.0,17.0
653,0.0193486226851851,386.0,17.0,15.0
654,,,,
655,1507.9208374421296,386.0,17.0,9.0
656,,,,
657,472.9493731712963,1040.0,28.0,8.0
658,526.5215149652778,472.0,17.0,18.0
659,91.88045607638892,1100.0,17.0,11.0
660,306.0300255787037,386.0,17.0,14.0
661,10.955971145833333,386.0,17.0,13.0
662,484.0546211574074,472.0,17.0,12.0
664,238.97147690972216,386.0,17.0,8.0
665,108.79229513888887,1100.0,17.0,10.0
667,181.31304971064816,386.0,17.0,12.0
669,1554.0809882870374,646.0,17.0,19.0
671,589.6710269444444,1100.0,17.0,16.0
672,0.0042675231481481,730.0,17.0,13.0
673,123.33129414351852,386.0,17.0,15.0
674,166.25109258101853,386.0,17.0,19.0
676,262.7733860532408,386.0,17.0,13.0
677,,,,
678,28.233944548611113,1100.0,17.0,13.0
679,,,,
681,725.1983184143518,386.0,17.0,16.0
683,,,,
684,1232.966962719907,386.0,17.0,11.0
685,147.24359055555556,386.0,17.0,12.0
686,665.3541046527778,1100.0,17.0,15.0
687,,,,
688,121.1260988425926,386.0,17.0,20.0
689,23.21304616898148,386.0,17.0,13.0
690,180.73378445601853,386.0,17.0,9.0
691,16.127544270833333,847.0,3.0,6.0
692,919.8647744212964,386.0,17.0,11.0
695,153.94434296296296,386.0,17.0,10.0
696,434.3513605324074,386.0,17.0,13.0
697,,,,
698,947.6582214699074,386.0,17.0,10.0
699,347.0448721759259,386.0,17.0,17.0
701,504.9810572800926,1100.0,17.0,10.0
702,87.85785011574076,386.0,17.0,10.0
703,1446.1956299189817,612.0,17.0,10.0
704,274.81256015046296,386.0,17.0,9.0
705,124.20342027777778,386.0,17.0,8.0
707,836.7961557986113,64.0,17.0,10.0
708,425.43920077546295,64.0,17.0,9.0
709,349.59972446759264,386.0,17.0,16.0
710,,,,
711,873.1936032060187,1100.0,17.0,8.0
712,24.850090659722227,757.0,17.0,7.0
713,592.7072888194443,646.0,17.0,12.0
714,824.9220646759261,386.0,17.0,10.0
716,905.2923715277776,386.0,17.0,9.0
717,177.38094385416667,386.0,17.0,15.0
718,,,,
719,296.06230912037034,64.0,17.0,10.0
720,849.0621422569444,10.0,17.0,9.0
722,537.114453912037,1100.0,17.0,9.0
723,0.5877557175925926,1100.0,17.0,12.0
724,184.91387541666663,1100.0,17.0,13.0
725,1045.419975150463,64.0,17.0,4.0
726,0.0033123263888888,386.0,17.0,10.0
728,,,,
729,881.9411856018518,64.0,17.0,8.0
730,179.43824690972218,386.0,17.0,11.0
731,98.94769671296297,1100.0,17.0,12.0
732,0.0466459143518518,386.0,17.0,12.0
733,171.97742479166664,512.0,17.0,4.0
736,1482.1383761111113,386.0,17.0,13.0
737,202.87760215277777,386.0,17.0,8.0
738,328.0544670138889,458.0,17.0,13.0
739,123.9184008449074,386.0,17.0,13.0
740,,,,
742,731.0576120601852,646.0,17.0,8.0
743,5.1591962847222215,730.0,17.0,10.0
744,25.86968395833333,386.0,17.0,11.0
745,507.6509051388889,1100.0,17.0,11.0
746,331.13466850694437,386.0,17.0,10.0
747,122.96840952546296,1100.0,17.0,11.0
748,12.10734789351852,386.0,17.0,17.0
749,126.04284993055556,386.0,17.0,13.0
750,971.4925792939816,386.0,17.0,15.0
752,992.9248986805555,86.0,46.0,9.0
754,749.4840164583335,386.0,17.0,12.0
755,1098.2223318171298,386.0,17.0,10.0
756,937.7086573263888,386.0,17.0,17.0
757,168.85321211805555,386.0,17.0,7.0
760,1026.8993963425926,277.0,46.0,9.0
761,,,,
762,806.0244052083333,386.0,17.0,8.0
763,2.8874147453703705,386.0,17.0,6.0
764,77.84038628472223,64.0,17.0,8.0
765,208.9606591319444,386.0,17.0,12.0
766,1622.9416834027777,386.0,17.0,11.0
767,,,,
769,,,,
770,842.9873143518518,386.0,17.0,8.0
771,,,,
772,124.70493197916667,1100.0,17.0,11.0
773,0.8583855324074074,386.0,17.0,11.0
774,168.2431903125,1100.0,17.0,8.0
775,350.85312903935187,1100.0,17.0,11.0
776,,,,
777,343.5698851273148,64.0,17.0,9.0
778,134.01058497685185,386.0,17.0,7.0
779,494.3723502199074,64.0,17.0,9.0
780,575.3043239930555,730.0,17.0,12.0
782,127.82814481481482,386.0,17.0,11.0
783,211.79891078703704,386.0,17.0,12.0
784,696.0820721759259,386.0,17.0,12.0
785,903.9608868518518,824.0,46.0,14.0
786,,,,
788,572.6930640972222,86.0,46.0,8.0
789,614.7454717939814,386.0,17.0,12.0
790,496.6499381712963,386.0,17.0,13.0
791,762.7817262384259,386.0,17.0,13.0
792,360.8914300925926,1100.0,17.0,12.0
793,20.924086284722215,1121.0,17.0,8.0
795,88.86748954861109,386.0,17.0,8.0
796,141.3804808101852,386.0,17.0,15.0
797,6.912783379629628,64.0,17.0,5.0
798,362.05953209490735,198.0,28.0,11.0
799,0.0,386.0,17.0,10.0
800,713.8288572569444,386.0,17.0,16.0
801,165.9313840509259,993.0,28.0,9.0
802,0.0084915856481481,703.0,46.0,8.0
803,1566.8584077546295,86.0,46.0,8.0
804,380.0672978356482,458.0,17.0,11.0
805,885.9754290046296,386.0,17.0,17.0
806,0.0040363310185185,395.0,46.0,9.0
807,,,,
809,425.9427018402778,730.0,17.0,11.0
810,135.0945869212963,386.0,17.0,14.0
811,,,,
812,923.9185597337964,386.0,17.0,13.0
813,20.92986239583333,386.0,17.0,13.0
814,462.95355054398146,386.0,17.0,14.0
816,478.9283283680555,962.0,56.0,6.0
817,716.7586582523147,386.0,17.0,16.0
818,112.47146819444444,386.0,17.0,10.0
820,854.6566371643518,1100.0,17.0,8.0
821,150.6263202662037,386.0,17.0,9.0
822,57.35748372685186,386.0,17.0,13.0
823,55.130834432870365,386.0,17.0,19.0
824,430.7512021527778,386.0,17.0,10.0
825,158.75584916666668,1100.0,17.0,17.0
826,159.10877618055557,386.0,17.0,12.0
827,504.3033937037037,386.0,17.0,9.0
829,94.09576782407407,386.0,17.0,16.0
830,178.94833204861112,666.0,56.0,13.0
832,279.10942513888887,1100.0,17.0,10.0
833,1540.967055451389,386.0,17.0,10.0
834,511.28724731481486,386.0,17.0,12.0
835,301.39932878472223,1100.0,17.0,15.0
836,106.02791810185184,824.0,46.0,7.0
837,660.8290920949074,386.0,17.0,15.0
840,104.20335905092593,386.0,17.0,17.0
841,961.0188229282408,458.0,17.0,8.0
842,768.0292036574074,947.0,28.0,8.0
843,0.0030876504629629,386.0,17.0,13.0
844,154.30205613425923,386.0,17.0,9.0
845,1.0254319328703705,386.0,17.0,12.0
846,536.7595785300924,386.0,17.0,15.0
847,1403.914608148148,1046.0,28.0,8.0
848,491.9633610069445,386.0,17.0,14.0
849,417.15098067129634,386.0,17.0,12.0
850,1446.1271892824077,730.0,17.0,13.0
851,,,,
852,295.5599794675926,386.0,17.0,17.0
853,6.842549594907408,1100.0,17.0,10.0
854,853.7337817361113,1100.0,17.0,11.0
855,214.7072947453704,824.0,46.0,13.0
856,311.00988991898146,386.0,17.0,17.0
857,393.75800402777776,386.0,17.0,13.0
858,414.03169359953705,386.0,17.0,9.0
859,,,,
860,0.3470169907407407,386.0,17.0,9.0
864,16.4689071875,386.0,17.0,8.0
865,24.122591921296294,458.0,17.0,10.0
866,543.1158613078703,730.0,17.0,14.0
868,141.1080343287037,578.0,17.0,6.0
869,575.3040816666667,386.0,17.0,14.0
870,212.3499194212963,386.0,17.0,16.0
871,120.14234336805556,386.0,17.0,19.0
872,123.99837445601852,1100.0,17.0,6.0
873,273.62549555555563,1100.0,17.0,9.0
874,978.6649306712962,458.0,17.0,11.0
