consumer_id,is_fraudulent,latest_changed_password,max_item_count,days_since_first_transaction
161,0,False,2.0,79.18325509617083
162,0,,1.0,314.9896886833975
163,0,,2.0,544.4500676432108
164,0,,1.0,591.305975941049
166,0,False,1.0,548.3814156649645
167,0,False,1.0,189.8694230434091
169,0,False,1.0,564.6834648896407
170,0,False,1.0,314.9896886833975
171,0,,2.0,314.9896886833975
172,0,False,1.0,1310.989399158868
173,0,False,1.0,314.9896886833975
174,0,False,1.0,565.9113256216523
175,0,False,1.0,510.98910615140255
177,0,False,1.0,314.9896886833975
178,1,False,2.0,1396.19468163853
179,0,,,
180,0,,,
181,1,False,1.0,314.9896886833975
182,0,,,
183,0,False,1.0,1167.149309951854
184,0,False,3.0,314.9896886833975
185,0,False,1.0,1805.5406380718143
186,0,,3.0,107.16328456177776
187,0,False,3.0,146.3659744155894
188,0,,,
189,0,False,1.0,128.90814680771837
191,0,False,1.0,314.9896886833975
194,0,False,2.0,314.9896886833975
195,0,False,1.0,168.31209666988607
197,0,False,1.0,724.3216143424423
200,0,False,2.0,314.9896886833975
201,0,,,
202,0,,,
203,0,False,1.0,314.9896886833975
204,0,False,1.0,253.66043406220768
205,1,False,2.0,320.7958104293243
207,0,False,2.0,695.444812630537
208,0,,,
210,0,,,
211,0,False,1.0,288.14588565162654
212,0,False,1.0,164.994260516118
213,0,,1.0,314.9896886833975
215,0,False,1.0,188.49483201457377
216,0,,1.0,246.1770809928503
219,0,False,1.0,169.80670037099162
220,0,False,1.0,314.9896886833975
222,0,False,1.0,314.9896886833975
223,1,False,1.0,169.94010979285042
224,0,,1.0,79.21187381412588
225,0,,1.0,287.3627448681265
226,0,False,1.0,287.53428111333346
228,0,False,1.0,81.79689549069967
230,0,False,1.0,159.87625474671847
231,0,False,2.0,314.9896886833975
232,0,,,
234,0,False,1.0,19.465458635452933
235,0,False,2.0,398.13346646253433
237,0,,,
239,0,,,
241,0,False,2.0,883.2337853932263
243,0,False,1.0,20.55289432624933
244,0,False,1.0,1375.2235750746688
246,0,,2.0,314.9896886833975
248,0,,,
249,0,,2.0,139.1490760893802
251,0,,,
252,0,False,1.0,111.66531924344258
253,0,False,2.0,162.01714616051632
254,0,,2.0,314.9896886833975
255,0,False,1.0,151.2748080672566
256,0,False,1.0,517.9571234041279
258,0,False,1.0,385.69022195914295
260,1,False,3.0,70.27339148672122
261,0,False,1.0,276.03075009257293
262,0,,,
264,0,,1.0,13.118827572004632
265,0,,1.0,314.9896886833975
266,0,False,1.0,314.9896886833975
267,0,,,
268,1,False,4.0,433.26273762785627
269,0,False,1.0,40.544164019988536
270,0,,2.0,314.9896886833975
271,0,False,1.0,314.9896886833975
272,0,False,1.0,617.5676033388845
273,0,False,2.0,253.1319696946408
274,1,False,1.0,314.9896886833975
276,0,,1.0,131.64101282838794
277,0,False,10.0,637.7943177567201
278,0,False,1.0,240.74513936374228
279,0,,,
280,0,False,2.0,435.62316395523993
282,0,,1.0,487.7361451595744
284,0,False,2.0,71.0607633844799
285,0,,1.0,314.9896886833975
286,0,False,1.0,392.02034552267304
287,0,False,2.0,253.62608376962447
288,0,,1.0,60.67254678549813
289,1,False,1.0,314.9896886833975
290,0,False,1.0,338.05869642446146
291,0,,,
292,0,False,2.0,0.1929050512550816
293,0,False,2.0,991.9175207945138
294,0,,2.0,178.38709233639713
295,0,,,
296,0,False,1.0,314.9896886833975
298,0,,1.0,253.50661955538288
300,0,False,1.0,328.56709965625487
301,0,False,4.0,408.6794059328673
302,0,,1.0,359.91886250032184
303,0,False,2.0,314.9896886833975
304,0,False,1.0,314.9896886833975
305,0,False,2.0,126.05091883316489
306,1,False,1.0,673.7149292452052
308,0,False,1.0,314.9896886833975
309,1,False,4.0,314.9896886833975
313,0,,2.0,254.0279514458302
314,0,False,1.0,314.9896886833975
315,0,True,2.0,314.9896886833975
316,0,False,2.0,1171.840125879527
317,0,,1.0,236.14084138601797
318,0,,1.0,314.9896886833975
319,0,False,1.0,1425.973983757612
320,0,False,1.0,353.76548658907006
321,0,False,1.0,314.9896886833975
322,0,False,1.0,28.01185091790557
323,0,False,1.0,229.0785004907629
326,0,False,3.0,314.9896886833975
327,0,,,
328,0,False,2.0,0.9001549768646555
329,0,False,1.0,497.5751296252392
331,0,False,1.0,314.9896886833975
333,0,False,1.0,734.669454204598
334,0,False,1.0,327.52789671971817
335,0,False,1.0,412.738251122993
336,1,False,1.0,
339,0,False,1.0,292.75197815924764
340,0,False,1.0,271.9118086327476
341,1,False,1.0,64.29537467028685
342,0,False,1.0,165.70411411290314
343,0,False,3.0,174.3646901933828
344,0,False,1.0,8.788885637948605
345,0,False,1.0,314.9896886833975
346,0,False,2.0,82.72353954335287
347,0,False,1.0,314.9896886833975
348,0,False,1.0,771.2290692319998
349,0,False,3.0,344.8134218793416
350,0,,,
352,0,,,
353,0,False,1.0,1479.215380876804
354,0,False,1.0,314.9896886833975
355,0,False,2.0,314.9896886833975
356,0,False,1.0,239.43967346537684
358,0,False,1.0,314.9896886833975
359,0,False,2.0,314.9896886833975
360,0,,,
361,0,,,
362,0,False,1.0,297.93484846710106
363,0,False,1.0,315.7826896803101
366,0,,,
367,0,False,2.0,904.855980555129
368,0,False,1.0,314.9896886833975
369,1,False,2.0,250.68465794025047
370,0,False,1.0,584.1311688186069
371,0,False,1.0,1028.9702791434856
372,0,,1.0,314.9896886833975
374,0,False,2.0,314.9896886833975
376,0,False,3.0,314.9896886833975
377,0,,,
378,0,,1.0,314.9896886833975
379,0,False,2.0,1201.798553563297
380,0,,1.0,616.3871756420692
382,0,False,1.0,424.1020909864092
383,0,False,1.0,407.1414137726753
384,0,,1.0,1030.6510397415805
385,0,,,
386,0,False,1.0,435.5549549460996
387,0,False,1.0,314.9896886833975
388,0,False,1.0,771.8198983860863
389,0,False,1.0,314.9896886833975
390,0,False,1.0,314.9896886833975
391,0,False,2.0,18.054372539359008
392,0,,1.0,314.9896886833975
393,1,False,1.0,
396,0,False,2.0,250.84781763296508
397,0,,1.0,73.99077087259116
398,0,False,1.0,872.0668876800424
399,0,,1.0,241.5147288042327
400,0,False,2.0,461.0423706763359
401,0,False,,
402,0,False,1.0,863.0418950496255
404,0,False,1.0,394.7757631696618
405,0,False,1.0,42.70885906285227
406,0,False,1.0,235.12508253387713
407,0,False,1.0,415.300955922522
408,1,False,4.0,314.9896886833975
411,0,,2.0,189.65905550926425
413,0,False,7.0,301.2054652403165
414,0,False,1.0,962.6063245138582
415,0,,,
417,0,False,,
418,0,False,3.0,314.9896886833975
419,0,False,1.0,162.54301161857524
420,0,False,2.0,83.24946545101045
421,0,False,2.0,127.13641997806916
423,1,False,1.0,314.9896886833975
424,0,False,2.0,680.5846389908621
426,0,False,1.0,314.9896886833975
427,0,,2.0,472.0771545016478
428,0,,1.0,913.1202161219196
429,0,,1.0,314.9896886833975
431,0,False,1.0,82.94858564158243
432,0,False,1.0,621.9514428251595
433,0,,3.0,314.9896886833975
434,0,,,
435,0,,2.0,314.9896886833975
436,0,,2.0,242.49462724368388
440,0,,,
441,0,False,2.0,374.5558104401784
442,1,False,3.0,978.5197940251628
443,0,False,1.0,131.33262480392628
444,0,False,2.0,993.0151793402132
445,0,False,1.0,314.9896886833975
446,0,,,
447,0,,1.0,314.9896886833975
449,0,False,1.0,83.67148906280426
453,0,,,
454,0,False,1.0,405.99896108568294
455,0,,2.0,314.9896886833975
456,0,,1.0,286.3460957191961
457,0,False,1.0,314.9896886833975
459,0,False,1.0,100.0322734587511
461,0,False,1.0,203.67396510716137
462,0,,,
464,1,False,1.0,314.9896886833975
465,0,,,
466,0,False,1.0,314.9896886833975
468,0,,5.0,401.71817815095505
469,0,False,1.0,228.64722665476157
470,0,False,1.0,255.9799114946471
474,0,False,1.0,265.6873263821531
475,0,,,
476,0,False,2.0,335.12176202603365
477,0,,,
478,0,False,2.0,291.1712071235089
479,0,,1.0,436.0313962246856
481,0,False,1.0,314.9896886833975
482,0,False,1.0,152.6234092536402
483,1,False,1.0,723.0886447055176
484,0,,,
485,0,False,1.0,314.9896886833975
486,0,False,1.0,431.5554814275327
488,0,,,
491,0,False,1.0,1775.1036323463072
492,0,False,1.0,806.5814963713059
493,0,False,1.0,118.93746610492164
494,0,False,1.0,436.6436441518741
495,0,,1.0,62.355340481214654
497,0,False,1.0,288.1732503289799
500,0,False,1.0,469.94152727291726
501,0,,,
502,0,False,1.0,705.6218515302785
503,0,,,
504,1,False,3.0,1088.0962472936471
505,0,False,1.0,720.2827340988572
508,0,,1.0,314.9896886833975
510,0,,2.0,314.9896886833975
511,0,,10.0,314.9896886833975
513,0,False,1.0,68.28921021022747
514,1,False,1.0,577.8087762905645
516,0,,,
520,0,,1.0,251.3371063898369
521,0,False,1.0,597.6524789973882
522,0,False,1.0,314.9896886833975
523,0,,2.0,314.9896886833975
524,0,,,
525,0,False,1.0,1788.784307976495
526,0,False,1.0,128.25051426966718
529,0,False,2.0,201.3974683671758
530,1,True,2.0,761.5383117352551
531,0,False,,
532,0,False,1.0,487.81434137980006
533,1,False,1.0,38.03438920061315
534,0,False,,
535,0,False,1.0,314.9896886833975
537,0,False,,
538,0,False,1.0,111.14429481886012
539,1,False,1.0,10.64955429373219
540,0,False,1.0,314.9896886833975
541,0,,,
542,0,False,,
544,0,False,1.0,314.9896886833975
545,0,False,,
546,0,False,1.0,413.1372586135183
547,0,False,1.0,314.9896886833975
548,0,False,,
550,0,,3.0,314.9896886833975
551,1,False,1.0,314.9896886833975
554,0,False,1.0,505.974749568919
556,1,False,7.0,314.9896886833975
557,1,False,13.0,314.9896886833975
558,0,False,1.0,146.98465277123475
559,0,False,2.0,634.3934294401508
560,0,False,1.0,235.92395589149393
563,0,False,2.0,314.9896886833975
564,0,False,,
565,0,False,1.0,314.9896886833975
566,0,,1.0,230.064820078372
567,0,False,1.0,757.6491217208365
570,0,False,1.0,314.9896886833975
571,0,,,
572,0,,2.0,314.9896886833975
573,0,False,3.0,17.287302852091855
574,0,False,,
575,1,False,1.0,939.9019291745788
577,0,,,
578,0,False,3.0,314.7569009712689
579,0,False,1.0,314.9896886833975
580,0,,,
581,0,False,2.0,640.4855136773388
582,0,False,1.0,314.9896886833975
583,0,False,1.0,314.9896886833975
584,0,,1.0,195.4420719121255
585,0,,,
586,0,,1.0,314.9896886833975
588,1,False,1.0,38.44702835906527
589,0,,2.0,17.040501644582037
590,0,False,1.0,540.0953966857062
592,0,False,1.0,280.370224899478
593,0,False,1.0,464.262358204561
594,0,False,1.0,314.9896886833975
595,0,,,
597,0,False,1.0,88.20488023602181
598,1,,1.0,
599,0,False,1.0,323.08648406222375
600,0,False,2.0,361.5477822150955
601,0,,,
602,0,False,,
604,1,False,1.0,514.8650999449417
605,0,,,
606,0,False,1.0,314.9896886833975
607,0,,4.0,314.9896886833975
608,0,,,
609,0,False,1.0,382.4006500292336
610,0,False,1.0,314.9896886833975
611,0,False,1.0,1168.5157175064933
616,0,False,1.0,1156.107704967127
617,0,False,1.0,404.2371323007283
619,0,,,
620,0,False,1.0,314.9896886833975
621,0,False,1.0,314.9896886833975
622,0,,,
623,0,False,1.0,314.9896886833975
624,0,False,,
626,0,False,2.0,234.24674916312335
628,0,False,1.0,73.53374858362525
629,0,,,
631,0,False,2.0,161.32533916623214
632,0,,,
633,0,False,2.0,331.1641161842455
635,0,False,1.0,596.7650267102662
636,0,False,1.0,163.41709325426203
638,0,False,1.0,456.80252955994706
640,0,,2.0,314.9896886833975
642,0,False,1.0,576.412398419207
643,0,False,,
644,0,False,1.0,385.77944485347376
645,0,,1.0,118.00290210323564
647,0,False,1.0,314.9896886833975
648,0,False,1.0,229.14467841280853
650,0,,2.0,146.17891842986683
651,0,False,1.0,119.46891391127404
652,0,False,,
653,0,,2.0,314.9896886833975
654,0,,,
655,0,False,1.0,2048.766441794228
656,0,,,
657,0,False,1.0,228.08988574135992
658,0,False,1.0,314.9896886833975
659,0,False,1.0,91.3291664563739
660,0,False,,
661,1,False,1.0,314.9896886833975
662,0,False,1.0,138.25092092586272
664,0,False,1.0,106.03466798908204
665,0,False,1.0,374.6500103476944
667,0,,2.0,527.4651975539078
669,0,False,1.0,314.9896886833975
671,0,False,1.0,154.23248411166708
672,0,False,,
673,0,,2.0,314.9896886833975
674,0,False,1.0,314.9896886833975
676,0,False,1.0,266.749869553115
677,0,,,
678,0,False,5.0,808.2079564874382
679,0,False,,
681,0,False,1.0,314.9896886833975
683,0,,,
684,0,False,1.0,543.6233708120451
685,0,False,1.0,314.9896886833975
686,0,False,1.0,314.9896886833975
687,0,,,
688,0,False,1.0,314.9896886833975
689,0,False,,
690,0,False,1.0,738.2511177843714
691,0,False,2.0,200.66886241664628
692,0,False,1.0,437.866247962012
695,0,,1.0,314.9896886833975
696,0,False,,
697,0,,,
698,0,,1.0,588.4404615733989
699,0,False,1.0,295.12109529037025
701,0,False,1.0,910.4638278457278
702,0,False,,
703,0,False,1.0,678.2172281446589
704,0,False,1.0,360.0591198812841
705,0,False,1.0,220.7608304881128
707,0,False,,
708,0,False,2.0,314.9896886833975
709,0,False,1.0,155.10557644907828
710,0,,,
711,0,False,1.0,314.9896886833975
712,0,False,1.0,26.54595217428773
713,0,False,2.0,412.9867713447295
714,0,False,1.0,314.9896886833975
716,0,,1.0,314.9896886833975
717,0,,1.0,314.9896886833975
718,0,,,
719,0,False,2.0,797.3376877601628
720,0,False,1.0,112.8618132245569
722,0,False,1.0,406.9762782155958
723,0,False,2.0,46.67341914544413
724,0,False,,
725,0,False,1.0,314.9896886833975
726,0,False,1.0,113.68367788648234
728,0,,,
729,0,False,1.0,314.9896886833975
730,0,False,1.0,362.719615233706
731,0,False,1.0,532.6827839298979
732,1,False,1.0,314.9896886833975
733,0,False,1.0,255.5831245817542
736,0,False,1.0,1114.129943174971
737,0,,1.0,468.34920469916506
738,0,False,2.0,239.527819447621
739,0,,3.0,352.4326421227544
740,0,,,
742,0,False,1.0,646.8621393989533
743,0,False,1.0,314.9896886833975
744,0,False,2.0,168.27615445423783
745,0,False,3.0,1832.097529575006
746,0,False,1.0,270.26501231467057
747,0,False,1.0,366.00382637932097
748,1,False,1.0,503.4886718595008
749,0,False,3.0,385.5932000444072
750,0,False,1.0,129.51492988569248
752,0,False,1.0,211.05188787604615
754,0,False,2.0,522.0625783386747
755,0,,1.0,314.9896886833975
756,0,,1.0,376.4019168833462
757,0,True,2.0,1467.4945329962436
760,0,False,1.0,707.6729377003949
761,0,False,,
762,0,,1.0,627.7328594388257
763,1,False,1.0,314.9896886833975
764,0,False,2.0,259.67283098882604
765,0,False,1.0,314.9896886833975
766,0,False,1.0,314.9896886833975
767,0,,,
769,0,,,
770,0,False,1.0,1145.81853671286
771,0,,,
772,0,False,1.0,137.00379908756798
773,0,False,1.0,566.9057946800724
774,0,False,2.0,461.1986436247807
775,0,False,1.0,704.2360512696189
776,0,,,
777,0,False,24.0,505.0810781604171
778,0,False,2.0,316.9039020569578
779,0,False,1.0,140.19634709813818
780,0,False,,
782,0,False,,
783,0,,2.0,314.9896886833975
784,0,False,3.0,405.31086780416433
785,0,False,1.0,181.28849200815992
786,0,,,
788,0,False,1.0,314.9896886833975
789,0,False,2.0,314.9896886833975
790,0,False,,
791,0,False,,
792,0,,1.0,314.9896886833975
793,1,False,4.0,597.7848371856359
795,0,False,1.0,718.0494715001606
796,0,False,2.0,744.8119290000575
797,1,False,1.0,579.1610985293895
798,0,False,1.0,696.5855871133521
799,0,,,
800,0,,1.0,1289.070888650632
801,0,False,1.0,226.15807959817135
802,0,False,1.0,314.9896886833975
803,0,False,1.0,595.6187500970761
804,0,False,24.0,286.34180160340685
805,0,False,2.0,47.382662568788135
806,1,False,,
807,0,,,
809,0,False,,
810,0,False,,
811,0,,,
812,0,False,1.0,769.8356839853202
813,1,False,3.0,888.3924957999932
814,0,False,1.0,198.3258676790311
816,0,False,1.0,1192.242546388868
817,0,,2.0,364.4036318384342
818,1,False,1.0,314.9896886833975
820,0,False,2.0,314.9896886833975
821,0,False,1.0,590.0946854834563
822,0,False,2.0,195.7340612046512
823,0,,1.0,190.23141024142015
824,0,False,1.0,1222.8146702195731
825,0,,1.0,314.9896886833975
826,0,False,1.0,233.69364137230696
827,0,False,4.0,314.9896886833975
829,0,False,1.0,122.46982180460776
830,0,False,2.0,1302.168595694829
832,0,False,1.0,163.44853540734786
833,0,False,1.0,700.5125240832162
834,0,False,,
835,0,False,2.0,635.5855781039024
836,0,False,1.0,432.5720949669007
837,0,False,2.0,121.26440146458911
840,0,False,1.0,314.9896886833975
841,0,False,1.0,555.5053558443763
842,0,False,1.0,89.27705377919821
843,0,False,,
844,0,False,1.0,314.9896886833975
845,0,False,2.0,314.9896886833975
846,0,,1.0,314.9896886833975
847,0,False,1.0,352.7873952340259
848,0,False,1.0,314.9896886833975
849,0,False,1.0,112.88986296540824
850,0,,,314.9896886833975
851,0,,,
852,0,False,1.0,373.3801804502811
853,0,False,3.0,204.27490672169728
854,0,,1.0,496.0565826002222
855,0,,2.0,314.9896886833975
856,0,False,1.0,228.05961005223057
857,0,False,,
858,0,False,1.0,763.672385518928
859,0,,,
860,0,False,6.0,314.9896886833975
864,1,False,1.0,76.45177247907229
865,1,False,1.0,645.197136659527
866,0,False,,
868,1,False,2.0,1122.1135822270753
869,0,False,1.0,203.47929335805276
870,0,False,1.0,1128.6714050143196
871,0,False,1.0,369.52833855249526
872,0,,1.0,314.9896886833975
873,0,False,1.0,974.9998359969308
874,0,False,1.0,29.785422824913184
875,1,False,,
876,0,False,2.0,24.37387228797671
879,0,False,1.0,180.86010025370012
880,0,,1.0,1156.3896457843152
882,0,False,,
883,0,,1.0,660.1576120105361
884,0,,,
885,0,False,,
886,0,,,
887,0,False,1.0,200.2656167864796
888,0,False,2.0,437.30863550379706
889,0,False,1.0,314.9896886833975
890,0,False,1.0,508.8749774300766
891,0,,2.0,254.16373371102395
892,0,,1.0,476.25868059112497
893,1,False,1.0,98.9516032189344
894,0,False,1.0,35.371431834402024
895,0,False,1.0,579.9298616646033
896,0,False,1.0,260.8207444852633
897,0,False,1.0,314.9896886833975
898,0,,,
899,0,False,,
900,0,False,2.0,314.9896886833975
901,1,False,12.0,321.6224578538124
902,0,False,1.0,314.9896886833975
904,0,False,1.0,314.9896886833975
906,0,False,1.0,780.0021184860163
907,0,,3.0,314.9896886833975
908,0,,1.0,314.9896886833975
909,1,False,1.0,314.9896886833975
910,1,False,1.0,138.92412025293754
911,0,False,1.0,314.9896886833975
913,0,False,2.0,213.04243388655632
914,0,,1.0,314.9896886833975
915,0,False,1.0,697.5199439127658
916,0,False,1.0,231.1557299037167
917,0,,1.0,154.05456233958202
918,0,False,,
920,0,False,1.0,314.9896886833975
921,0,False,1.0,314.9896886833975
922,0,,,
923,0,False,1.0,242.68703450075088
924,0,False,1.0,314.9896886833975
925,0,False,2.0,199.75257296658705
926,0,False,1.0,898.2657361103732
927,0,False,1.0,429.8590880409842
928,0,False,1.0,173.49519876495506
929,0,,,
930,0,False,1.0,287.0818406123718
931,0,,1.0,314.9896886833975
932,0,False,,
933,0,False,1.0,314.9896886833975
934,0,False,,
935,1,False,1.0,314.9896886833975
936,0,False,2.0,314.9896886833975
937,0,False,1.0,314.9896886833975
938,0,False,1.0,526.1788435445764
939,0,False,1.0,120.83815360659358
940,0,,,
943,0,False,1.0,239.95636800973145
944,0,False,1.0,332.7066188019204
945,0,,,
947,0,False,1.0,983.8728429738763
948,0,False,2.0,733.8597549318791
949,0,False,1.0,308.782417648355
952,0,,,
955,0,False,1.0,314.9896886833975
956,0,,,
957,0,False,,
958,0,False,1.0,601.9169046753327
959,0,,,
960,0,False,2.0,401.6195697472048
961,0,,2.0,314.9896886833975
962,0,,,
963,0,False,1.0,76.97499683481476
964,0,,1.0,314.9896886833975
965,0,False,2.0,1391.2301586515778
966,0,False,1.0,529.5446009837729
967,0,False,1.0,314.9896886833975
968,0,False,1.0,293.61632775359215
969,1,False,1.0,244.88077728112495
971,0,False,1.0,179.61789897697386
972,0,False,1.0,23.925166220995045
973,0,False,3.0,113.20758226324276
974,0,False,1.0,960.2520573189232
975,0,False,1.0,220.44024536241943
976,0,False,2.0,251.60636398380052
978,0,False,1.0,871.5547787669441
981,0,False,2.0,314.9896886833975
982,0,,4.0,314.9896886833975
983,0,False,1.0,62.24118073234412
984,0,,1.0,314.9896886833975
985,0,False,1.0,376.9370185373442
986,0,False,,
987,0,False,1.0,966.5490135269312
988,0,False,1.0,334.2404200973475
989,0,False,3.0,178.33220038482833
990,0,False,1.0,314.9896886833975
991,0,False,1.0,314.9896886833975
993,0,False,1.0,66.83048840651072
994,0,,1.0,341.8954903555224
996,1,False,1.0,314.9896886833975
997,0,False,1.0,736.0971734925718
998,0,False,1.0,562.260990654921
999,0,False,2.0,107.06430445580004
1000,0,False,,
1002,1,False,1.0,287.4371130878345
1003,0,,1.0,154.3427158780334
1004,0,False,1.0,1091.7716816284874
1005,0,False,2.0,591.714129059899
1006,0,False,,
1007,0,False,2.0,373.64990885195914
1009,0,False,1.0,314.9896886833975
1010,0,False,2.0,314.9896886833975
1011,0,False,1.0,441.9754563090344
1012,0,,1.0,314.9896886833975
1013,0,False,1.0,314.9896886833975
1014,0,False,1.0,413.1685333717227
1015,0,False,1.0,314.9896886833975
1016,0,False,1.0,314.9896886833975
1017,0,,4.0,21.22282124867152
1018,0,False,,
1019,0,False,1.0,111.27796182490611
1020,0,,4.0,157.5016509618832
1021,0,False,1.0,314.9896886833975
1024,0,False,,
1025,0,False,1.0,314.9896886833975
1027,0,False,1.0,314.9896886833975
1028,0,,1.0,804.7924334239387
1029,0,False,1.0,314.9896886833975
1030,0,False,1.0,212.02074353449123
1032,0,False,1.0,314.9896886833975
1033,0,False,1.0,1533.3258996291038
1034,1,False,2.0,471.8404719369144
1035,0,False,3.0,314.9896886833975
1036,0,False,1.0,513.4623778628235
1037,0,False,,
1038,0,,,
1039,0,,1.0,314.9896886833975
1041,0,False,1.0,393.7800749405783
1043,1,False,2.0,384.0305037344301
1044,1,False,,
1046,0,,,
1047,1,False,1.0,314.9896886833975
1048,0,False,1.0,54.148598679888785
1049,0,False,1.0,212.50458811873884
1050,0,False,3.0,314.9896886833975
1051,0,False,1.0,886.526299933131
1052,0,False,1.0,570.7047745969874
1054,0,,1.0,314.9896886833975
1055,0,,1.0,323.74312911566824
1056,0,False,1.0,147.05883204403298
1057,0,False,1.0,1650.1810165665704
1058,0,False,12.0,806.5322900346022
1059,0,,,
1060,0,,,
1063,0,False,1.0,314.9896886833975
1064,0,False,2.0,314.9896886833975
1065,0,False,1.0,657.3756107953755
1066,0,False,1.0,565.8004013954896
1067,0,False,1.0,314.9896886833975
1068,0,,2.0,314.9896886833975
1069,1,False,1.0,314.9896886833975
1071,0,False,1.0,670.1545380542817
1073,0,,1.0,661.1047450167936
1074,0,False,3.0,314.9896886833975
1075,1,False,1.0,314.9896886833975
1076,0,False,1.0,912.730087599918
1078,0,False,1.0,27.8965903876761
1079,0,False,1.0,199.76239260695257
1080,0,,,
1081,1,False,1.0,826.929844449154
1082,0,,,
1083,1,False,3.0,34.90131546661861
1084,0,False,1.0,872.4714904122981
1085,0,False,1.0,129.71275771369068
1086,0,False,1.0,398.38047015940776
1087,0,,,
1088,0,False,1.0,170.57441969482446
1089,0,False,1.0,403.5753849659074
1091,0,False,1.0,257.5599630969644
1093,0,False,1.0,592.4912018094633
1094,0,,1.0,772.6114419822343
1096,0,False,2.0,381.3815861827702
1097,0,False,2.0,741.4926209239364
1098,0,False,1.0,1215.2016066682054
1099,0,False,2.0,475.107055942847
1100,0,False,1.0,314.9896886833975
1101,0,False,,
1102,0,,2.0,1624.3942454597666
1103,0,False,1.0,523.2415123403146
1104,0,False,1.0,284.6732658466315
