consumer_id,num_unique_delivery_addresses,latest_delivery_address_name_length,latest_delivery_address_region_label,latest_delivery_address_fraction_vowels
288,1.0,16.0,10.0,0.4577460848913013
289,1.0,8.0,5.0,0.3933995742979598
290,2.0,13.0,5.0,0.6073287581437952
291,,,,
292,1.0,14.0,43.0,0.3000651966098123
293,1.0,11.0,43.0,0.5115062891121972
294,1.0,19.0,37.0,0.4334367518918598
295,,,,
296,1.0,14.0,45.0,0.3876627825574151
298,,8.0,5.0,0.2483403008821843
300,1.0,16.0,32.0,0.2928786765534616
301,1.0,14.0,46.0,0.3347966455945255
302,,10.0,15.0,0.3754154851156535
303,1.0,11.0,22.0,0.1999276541609171
304,1.0,11.0,22.0,0.28574093467209
305,1.0,12.0,33.0,0.2841967104299625
306,1.0,10.0,33.0,0.3958400900716993
308,1.0,15.0,5.0,0.3677720310384478
309,1.0,7.0,5.0,0.1691469601518188
313,2.0,16.0,43.0,0.4128986467668454
314,1.0,12.0,15.0,0.3829652087245749
315,2.0,11.0,33.0,0.2853251378533436
316,2.0,11.0,5.0,0.3722797866721534
317,2.0,19.0,21.0,0.2188231244750941
318,1.0,14.0,43.0,0.4483229439932358
319,2.0,12.0,5.0,0.3373241029709267
320,1.0,15.0,5.0,0.52916718830472
321,1.0,16.0,33.0,0.4261593258421037
322,1.0,11.0,45.0,0.1612558124995043
323,1.0,11.0,20.0,0.3388523678346682
326,1.0,10.0,33.0,0.3410118758916989
327,,,,
328,,11.0,1.0,0.5000535317425736
329,1.0,12.0,43.0,0.3212601460716475
331,1.0,16.0,5.0,0.270487782643277
333,1.0,13.0,23.0,0.4634610548454564
334,,13.0,33.0,0.3423978344952421
335,1.0,11.0,5.0,0.5342930950962664
336,,11.0,12.0,0.4006366152177228
339,1.0,12.0,44.0,0.30487768492632
340,,9.0,5.0,0.4605812676417117
341,1.0,9.0,33.0,0.3058709593979934
342,1.0,11.0,4.0,0.4695391375142966
343,1.0,12.0,10.0,0.2819882206661709
344,1.0,15.0,21.0,0.3037282907292211
345,2.0,12.0,6.0,0.3083806493371173
346,1.0,12.0,5.0,0.5212093224844631
347,1.0,12.0,6.0,0.2865780524725835
348,1.0,15.0,5.0,0.4219021227268716
349,2.0,13.0,33.0,0.5360100873579065
350,,,,
352,,,,
353,1.0,12.0,5.0,0.3066641361617028
354,1.0,13.0,33.0,0.0453771143982308
355,1.0,13.0,33.0,0.3691438125691762
356,1.0,13.0,3.0,0.5138336002068765
358,1.0,14.0,15.0,0.0674486831637016
359,1.0,16.0,10.0,0.3821042776520836
360,,,,
361,,,,
362,1.0,15.0,43.0,0.1933347472521168
363,,16.0,16.0,0.390803340076897
366,,,,
367,1.0,12.0,15.0,0.1672811613026859
368,1.0,12.0,5.0,0.3340006932527795
369,1.0,14.0,44.0,0.4042664038523724
370,1.0,12.0,6.0,0.2953513065898735
371,1.0,13.0,5.0,0.3306322202857207
372,1.0,9.0,6.0,0.3889609354898896
374,1.0,11.0,5.0,0.4877623479098729
376,1.0,12.0,5.0,0.3210832282188055
377,,,,
378,,14.0,15.0,0.4505311359728406
379,,13.0,5.0,0.3955955853219758
380,1.0,18.0,4.0,0.4346795465302417
382,1.0,10.0,43.0,0.3356721051960992
383,1.0,14.0,11.0,0.2082438301613481
384,1.0,14.0,5.0,0.3107408822036089
385,,,,
386,1.0,15.0,5.0,0.4619738945690682
387,,14.0,22.0,0.2505409733802118
388,1.0,17.0,5.0,0.3386011845997609
389,2.0,13.0,33.0,0.3047783960934028
390,,16.0,21.0,0.3578506321792001
391,2.0,14.0,5.0,0.3659467865660263
392,2.0,12.0,43.0,0.3489701067725562
393,,12.0,5.0,0.4239105983306573
396,1.0,14.0,34.0,0.364458554803004
397,,13.0,33.0,0.4384237360894305
398,1.0,13.0,6.0,0.2183954109662408
399,1.0,15.0,45.0,0.346631256625009
400,,16.0,11.0,0.3014530543690692
401,,16.0,11.0,0.2637379585657226
402,1.0,13.0,20.0,0.3225864960990547
404,1.0,10.0,23.0,0.082396835868362
405,3.0,11.0,22.0,0.293705767204726
406,1.0,15.0,5.0,0.3837198973013694
407,,9.0,5.0,0.3019301744531198
408,1.0,12.0,7.0,0.3607681831910727
411,2.0,11.0,5.0,0.12780568548672
413,1.0,11.0,15.0,0.0828615991491589
414,,13.0,5.0,0.3756645409518276
415,,,,
417,,10.0,11.0,0.4045272180801872
418,1.0,19.0,5.0,0.4313816845253428
419,1.0,15.0,10.0,0.4067233557185112
420,1.0,13.0,10.0,0.5512715896692418
421,1.0,13.0,43.0,0.2206848946194699
423,7.0,5.0,27.0,0.2687545233792958
424,1.0,20.0,5.0,0.4450922196402449
426,1.0,15.0,33.0,0.3957757796703185
427,2.0,15.0,5.0,0.3234798362459494
428,1.0,15.0,22.0,0.4600721385627744
429,1.0,14.0,38.0,0.3874754612148541
431,1.0,13.0,5.0,0.4148308530854837
432,2.0,11.0,30.0,0.4456338490727601
433,1.0,15.0,15.0,0.4017036820400467
434,,,,
435,1.0,9.0,10.0,0.322135621062311
436,1.0,11.0,30.0,0.4315803289468963
440,,,,
441,1.0,12.0,5.0,0.3287564503177985
442,1.0,11.0,5.0,0.4736722085840296
443,,14.0,22.0,0.1874619088965023
444,2.0,13.0,5.0,0.1676390971179109
445,1.0,11.0,24.0,0.3909537936094083
446,,,,
447,1.0,12.0,18.0,0.3902858818455372
449,1.0,16.0,6.0,0.325326531580884
453,,,,
454,2.0,16.0,33.0,0.341333656444052
455,1.0,13.0,10.0,0.4624972112490414
456,1.0,13.0,43.0,0.4752945712993186
457,1.0,13.0,20.0,0.2066369575984934
459,1.0,14.0,39.0,0.2958078518630859
461,1.0,14.0,34.0,0.4672736550294729
462,,,,
464,1.0,19.0,44.0,0.2820046153126722
465,,,,
466,1.0,10.0,44.0,0.2310766829769291
468,2.0,12.0,15.0,0.3158898653523789
469,1.0,13.0,33.0,0.1571160484409867
470,2.0,11.0,45.0,0.2930607916920448
474,1.0,12.0,34.0,0.4438602898579763
475,,,,
476,1.0,12.0,5.0,0.351696727363844
477,,,,
478,1.0,11.0,33.0,0.4687045903371193
479,1.0,13.0,5.0,0.360924203347793
481,,9.0,34.0,0.2955495759106836
482,1.0,11.0,32.0,0.5017313121801431
483,1.0,12.0,22.0,0.2854365920591499
484,,,,
485,,12.0,22.0,0.4467538122123799
486,,13.0,43.0,0.2833788963700106
488,,,,
491,1.0,17.0,5.0,0.2991003241475926
492,2.0,10.0,5.0,0.2131680953997158
493,1.0,17.0,6.0,0.3822099390778778
494,,11.0,5.0,0.3765722422481375
495,1.0,14.0,43.0,0.2964155771086738
497,1.0,13.0,0.0,0.2698611678329715
500,1.0,17.0,18.0,0.5230602627180838
501,,,,
502,1.0,9.0,5.0,0.3357795817171108
503,,,,
504,1.0,7.0,5.0,0.1772528358429948
505,1.0,13.0,5.0,0.4515013067809902
508,,14.0,34.0,0.4100160429975829
510,1.0,13.0,5.0,0.3887369501080941
511,1.0,10.0,34.0,0.1757418034849002
513,2.0,15.0,34.0,0.43071290974268
514,3.0,13.0,43.0,0.3017817861120279
516,,,,
520,1.0,19.0,21.0,0.5118609028171522
521,1.0,17.0,5.0,0.3974870585675955
522,1.0,12.0,47.0,0.2859995788758457
523,2.0,9.0,43.0,0.3783319467088415
524,,,,
525,2.0,12.0,20.0,0.5867980854376311
526,1.0,16.0,5.0,0.3213718198776392
529,1.0,18.0,43.0,0.3823198099194474
530,3.0,15.0,5.0,0.3889336217191065
531,,13.0,20.0,0.265815332766978
532,1.0,12.0,3.0,0.4194175048394655
533,1.0,11.0,44.0,0.3140735807387758
534,,14.0,11.0,0.5160406822875028
535,2.0,10.0,43.0,0.4068474818773874
537,,8.0,47.0,0.3635591366021892
538,1.0,15.0,5.0,0.2480697304570212
539,2.0,13.0,44.0,0.3641043559911213
540,2.0,12.0,24.0,0.361260741913161
541,,,,
542,,9.0,43.0,0.3241880010928839
544,2.0,11.0,15.0,0.3620446010640523
545,,9.0,43.0,0.5073870628391953
546,2.0,14.0,5.0,0.3009861429130192
547,4.0,14.0,5.0,0.4090091340552655
548,,11.0,10.0,0.4773402320740217
550,2.0,21.0,10.0,0.4255605310309031
551,1.0,13.0,5.0,0.2322468393938437
554,1.0,12.0,30.0,0.2818578287964357
556,1.0,11.0,2.0,0.3397876860235339
557,1.0,15.0,5.0,0.4488566311874048
558,1.0,11.0,8.0,0.2841164039616541
559,1.0,18.0,5.0,0.4186792752356484
560,,12.0,6.0,0.1614778291275407
563,,13.0,5.0,0.4328920772676654
564,,1.0,5.0,0.066973950667793
565,,15.0,34.0,0.3525363389714029
566,1.0,13.0,6.0,0.5669685182144818
567,1.0,12.0,46.0,0.2516971189647767
570,,15.0,27.0,0.2879426440410949
571,,,,
572,1.0,14.0,3.0,0.3362455960429674
573,1.0,12.0,43.0,0.3578284550018815
574,,14.0,22.0,0.4999836534600153
575,1.0,10.0,44.0,0.364498890354336
577,,,,
578,,15.0,23.0,0.3816961570913503
579,,14.0,30.0,0.1979487965708504
580,,,,
581,2.0,10.0,46.0,0.1956743713016281
582,1.0,13.0,5.0,0.4117212950397849
583,1.0,15.0,33.0,0.2812664469681717
584,,19.0,24.0,0.3382625206594183
585,,,,
586,1.0,15.0,43.0,0.3896685542039373
588,1.0,12.0,44.0,0.3497717332402293
589,,9.0,5.0,0.5757796680843928
590,2.0,13.0,24.0,0.47348600937753
592,2.0,11.0,5.0,0.2528392462744845
593,1.0,13.0,42.0,0.2526656143081996
594,1.0,13.0,33.0,0.3741475491610399
595,,,,
597,,11.0,3.0,0.2280641952306786
598,,11.0,16.0,0.3659266173589631
599,,14.0,5.0,0.5324386916844737
600,,14.0,5.0,0.3807400164510666
601,,,,
602,,13.0,1.0,0.3135712625470787
604,1.0,14.0,20.0,0.1909376610219347
605,,,,
606,1.0,13.0,5.0,0.3921840386939714
607,1.0,12.0,43.0,0.4451726552020282
608,,,,
609,,9.0,10.0,0.4137110968352093
610,1.0,15.0,6.0,0.4149111998423802
611,1.0,15.0,5.0,0.2355267649038253
616,1.0,13.0,30.0,0.3305774117385309
617,,11.0,5.0,0.4869267421325001
619,,,,
620,1.0,16.0,33.0,0.3783975058891953
621,3.0,10.0,45.0,0.4589401897365957
622,,,,
623,1.0,22.0,5.0,0.1536964004481354
624,,14.0,5.0,0.3220210096809089
626,1.0,13.0,3.0,0.4737874767644343
628,1.0,15.0,27.0,0.2859149391658122
629,,,,
631,1.0,15.0,43.0,0.359624371663855
632,,,,
633,2.0,14.0,30.0,0.3419836475514513
635,1.0,19.0,3.0,0.3787661226798482
636,1.0,13.0,22.0,0.4036428452674275
638,,14.0,17.0,0.1837117204003367
640,1.0,18.0,43.0,0.1344636509660727
642,1.0,9.0,5.0,0.4068364743704953
643,,11.0,16.0,0.3011127078722158
644,1.0,13.0,43.0,0.3126118325721361
645,1.0,13.0,5.0,0.3272046450650245
647,1.0,12.0,47.0,0.1795301802429893
648,,12.0,15.0,0.4494598957364044
650,1.0,12.0,43.0,0.3832132413134682
651,1.0,14.0,33.0,0.2248776314564714
652,,13.0,48.0,0.2879989384660625
653,1.0,16.0,45.0,0.1879876386861818
654,,,,
655,,10.0,20.0,0.2271073372155928
656,,,,
657,1.0,13.0,45.0,0.3841454521749792
658,1.0,14.0,33.0,0.4726664161741267
659,2.0,16.0,5.0,0.4857792142241073
660,,11.0,41.0,0.3397630263862503
661,1.0,13.0,44.0,0.3721662929701047
662,1.0,13.0,3.0,0.3179783794302445
664,1.0,13.0,33.0,0.2604727139209755
665,1.0,13.0,32.0,0.3407270375247401
667,,14.0,10.0,0.5438275746068324
669,1.0,19.0,6.0,0.2121402233803912
671,1.0,16.0,45.0,0.395830222423422
672,,8.0,23.0,0.3060523903778693
673,2.0,17.0,35.0,0.4641177653021766
674,1.0,13.0,5.0,0.550756267813166
676,2.0,13.0,10.0,0.3642513968372661
677,,,,
678,8.0,15.0,15.0,0.3092031596571841
679,,1.0,5.0,0.1941637206333345
681,1.0,11.0,10.0,0.5014180164980705
683,,,,
684,1.0,15.0,43.0,0.4952304496169017
685,2.0,11.0,10.0,0.3276323593818023
686,1.0,16.0,27.0,0.4709598950300541
687,,,,
688,1.0,18.0,5.0,0.5157003970158052
689,,14.0,15.0,0.2692017800424345
690,1.0,10.0,5.0,0.4254717133444935
691,4.0,15.0,36.0,0.3360071534356438
692,1.0,10.0,5.0,0.3201009482438449
695,1.0,12.0,16.0,0.3602343970464594
696,,11.0,33.0,0.3102782200414368
697,,,,
698,,11.0,5.0,0.3134127271107061
699,1.0,15.0,43.0,0.4913656491653577
701,,12.0,5.0,0.3562263966123278
702,,12.0,43.0,0.2906961862945725
703,1.0,10.0,43.0,0.3824223445910289
704,2.0,12.0,5.0,0.2949573307268089
705,1.0,12.0,27.0,0.290676494413494
707,,13.0,20.0,0.2409352624897789
708,1.0,11.0,33.0,0.3625729143322173
709,,14.0,3.0,0.4308869639983997
710,,,,
711,1.0,11.0,43.0,0.5518595183475323
712,1.0,12.0,33.0,0.3486622226187822
713,1.0,13.0,6.0,0.5259379283474663
714,1.0,17.0,10.0,0.2067092281588199
716,,15.0,10.0,0.2144852237639785
717,1.0,13.0,24.0,0.4502855792899447
718,,,,
719,1.0,10.0,5.0,0.3412756291297935
720,1.0,14.0,44.0,0.3401845752077724
722,1.0,15.0,33.0,0.3068183705233255
723,1.0,10.0,5.0,0.4067088396644593
724,,13.0,10.0,0.5311690691758144
725,1.0,15.0,11.0,0.3549039421676874
726,1.0,11.0,30.0,0.1355075340676632
728,,,,
729,,12.0,33.0,0.3481919881066222
730,1.0,13.0,45.0,0.4025070770572975
731,1.0,11.0,43.0,0.3803795609144642
732,1.0,11.0,30.0,0.2266334651301527
733,1.0,12.0,23.0,0.3527090964089377
736,,14.0,5.0,0.3719944780962784
737,2.0,16.0,6.0,0.3785210392763826
738,1.0,10.0,33.0,0.3350011634468274
739,,13.0,5.0,0.586443004213446
740,,,,
742,1.0,9.0,6.0,0.214526016328115
743,1.0,13.0,5.0,0.3924789182824321
744,3.0,10.0,15.0,0.2670352453998711
745,1.0,15.0,5.0,0.2579381210151646
746,,12.0,22.0,0.4262262410990779
747,2.0,12.0,6.0,0.3214268948062297
748,2.0,17.0,5.0,0.3565140004320911
749,1.0,12.0,5.0,0.3615547799063021
750,3.0,13.0,6.0,0.3604467904948236
752,1.0,16.0,27.0,0.371924385632838
754,1.0,10.0,46.0,0.3202037096815754
755,1.0,14.0,15.0,0.2606058542256464
756,1.0,16.0,32.0,0.3607565945625048
757,1.0,16.0,5.0,0.3805879048435078
760,1.0,14.0,5.0,0.3862630857278363
761,,1.0,33.0,0.0700097927075585
762,1.0,14.0,20.0,0.3778250191720902
763,1.0,9.0,33.0,0.1851647648856256
764,1.0,8.0,15.0,0.1758661779868987
765,1.0,11.0,47.0,0.3801890072183186
766,1.0,13.0,43.0,0.3912518256630792
767,,,,
769,,,,
770,1.0,13.0,5.0,0.2565024277126781
771,,,,
772,2.0,15.0,22.0,0.465478837298756
773,3.0,6.0,5.0,0.3780208907402756
774,1.0,19.0,5.0,0.2051942451052696
775,1.0,12.0,43.0,0.2598670071638161
776,,,,
777,2.0,10.0,5.0,0.3727717522660861
778,1.0,12.0,42.0,0.3153888984473224
779,2.0,16.0,33.0,0.2036741306904796
780,,12.0,10.0,0.4535537863708111
782,,12.0,10.0,0.3964708899258454
783,1.0,13.0,45.0,0.3911271574659104
784,,13.0,6.0,0.3088132679723699
785,1.0,14.0,5.0,0.3090925742919223
786,,,,
788,1.0,14.0,43.0,0.2963424954532302
789,,15.0,5.0,0.2894186840339914
790,,10.0,43.0,0.4634498288797027
791,,12.0,10.0,0.316976773381326
792,1.0,15.0,41.0,0.3807898372790058
793,5.0,14.0,15.0,0.3026072692766581
795,1.0,5.0,3.0,0.2074449056797347
796,1.0,13.0,5.0,0.1340786083055385
797,1.0,11.0,15.0,0.3921085655591358
798,1.0,11.0,6.0,0.1828245784899778
799,,,,
800,1.0,17.0,5.0,0.3994598937231228
801,1.0,14.0,5.0,0.3589757926395504
802,1.0,14.0,46.0,0.4118155541258153
803,,12.0,5.0,0.2499060945914218
804,2.0,15.0,5.0,0.1911983438290743
805,1.0,16.0,5.0,0.2447496036852353
806,,15.0,11.0,0.4091549823974578
807,,,,
809,,11.0,47.0,0.2211651820709216
810,,15.0,33.0,0.4293644791557344
811,,,,
812,1.0,13.0,45.0,0.4879296362957539
813,2.0,11.0,33.0,0.4105981442353071
814,1.0,16.0,15.0,0.4419690861376478
816,1.0,9.0,43.0,0.4749145451974832
817,1.0,13.0,35.0,0.3673419155758503
818,1.0,14.0,15.0,0.4149161293069222
820,1.0,9.0,33.0,0.1743353284204948
821,1.0,12.0,27.0,0.3623508486949648
822,1.0,11.0,5.0,0.3112223106218372
823,1.0,15.0,38.0,0.2164068331110435
824,2.0,11.0,5.0,0.2035646309367806
825,,17.0,5.0,0.2462736020863854
826,1.0,14.0,33.0,0.4004934052565913
827,1.0,12.0,5.0,0.2269061263916082
829,1.0,17.0,22.0,0.3620466187438473
830,1.0,16.0,5.0,0.2660316988103586
832,1.0,15.0,33.0,0.4841337213757128
833,1.0,8.0,5.0,0.2069650883763425
834,,14.0,33.0,0.3582197472067795
835,1.0,12.0,16.0,0.4687612853249392
836,,13.0,5.0,0.401512790385273
837,2.0,13.0,45.0,0.2220697921602235
840,1.0,18.0,5.0,0.0828615991491589
841,1.0,15.0,43.0,0.3507929724516163
842,2.0,10.0,30.0,0.3348908008566268
843,,14.0,5.0,0.3564094743725661
844,1.0,15.0,27.0,0.2535124046880058
845,1.0,9.0,10.0,0.3600783954849086
846,2.0,14.0,33.0,0.267224721527885
847,1.0,17.0,27.0,0.4415195956547296
848,,15.0,44.0,0.324922143267131
849,1.0,9.0,15.0,0.2582122335713395
850,1.0,,,
851,,,,
852,1.0,12.0,30.0,0.1484567622333203
853,1.0,11.0,11.0,0.2557504719265169
854,1.0,15.0,10.0,0.3752587237565078
855,1.0,14.0,5.0,0.4220855507051379
856,2.0,17.0,34.0,0.2939274526527586
857,,15.0,11.0,0.3958744623814782
858,,13.0,47.0,0.1523346768175119
859,,,,
860,1.0,11.0,30.0,0.1462211585403255
864,1.0,11.0,22.0,0.370589247184292
865,4.0,14.0,5.0,0.2176940690716341
866,,13.0,1.0,0.1861185107856354
868,1.0,11.0,33.0,0.3223399918083039
869,1.0,12.0,16.0,0.2753023989598016
870,2.0,16.0,5.0,0.4842088951747902
871,2.0,10.0,5.0,0.2885005717238001
872,,13.0,5.0,0.3485168330936035
873,1.0,13.0,5.0,0.120434856020009
874,1.0,10.0,46.0,0.3442334911031235
875,,13.0,5.0,0.2839672746094532
876,2.0,9.0,23.0,0.458906414146435
879,1.0,13.0,47.0,0.5060895313875181
880,1.0,9.0,5.0,0.3077874036946635
882,,14.0,34.0,0.295382991650594
883,1.0,11.0,42.0,0.5256601287753984
