consumer_id,per_month_logout,per_month_page_activity,per_month_transactions
754,,,4.483389023143445
755,,,6.873553436794002
756,,,1.349829144522427
757,,,6.299572537850391
760,,1.0,4.483389023143445
761,,,
762,,1.0,3.076672736823224
763,,,3.955892134062471
764,,,12.410278874159774
765,,5.0,1.169885976683536
766,,,9.473650597749751
767,,,
769,,,
770,,,0.8012012853460844
771,,,
772,,,4.483389023143445
773,,,7.868950127777025
774,,,4.483389023143445
775,,,4.483389023143445
776,,,
777,,,4.483389023143445
778,,,4.483389023143445
779,,1.0,4.483389023143445
780,,,
782,,,
783,,,8.387854743186455
784,,,
785,,,4.483389023143445
786,,,
788,,,5.547593034520551
789,,,
790,,,
791,,,
792,,,1.2260880872382218
793,1.0,5.0,13.727053047075426
795,,,9.816608575452594
796,,,7.045243753199437
797,,,0.6371478406509677
798,,,4.483389023143445
799,,,
800,,,7.359170695589599
801,,,4.483389023143445
802,,,4.228014814607988
803,,,
804,,,6.481729673403998
805,,,8.307298659692638
806,1.0,1.0,
807,,,
809,,1.0,
810,,,
811,,,
812,,,4.483389023143445
813,2.0,5.0,4.244873613101338
814,,,3.175229294338083
816,,,4.483389023143445
817,,,6.604747721267799
818,1.0,,29.046261000660284
820,,,4.5657690158076925
821,,,6.966510589656924
822,,,1.4265442710408172
823,,,6.240415782124909
824,,,7.327144245187029
825,1.0,,
826,,,1.264037250639548
827,,,6.634390457993838
829,,,4.483389023143445
830,,,1.38561369137749
832,,,4.483389023143445
833,,,7.995381326820535
834,,,
835,,,2.5201635403852976
836,,,
837,,,4.070646011133265
840,,,2.952404248479936
841,,,2.682795331022702
842,,,0.2639168945628771
843,,,
844,,4.0,6.300062675253888
845,,,4.483389023143445
846,,,12.114603678989804
847,,,10.730813414754763
848,,,
849,,,2.3363566166795504
850,,1.0,4.483389023143445
851,,,
852,,,1.70040578920255
853,,,1.2512706114448902
854,,,2.4484544273182607
855,,,4.483389023143445
856,,,7.150005603232893
857,,,
858,,,
859,,,
860,,,5.117827845292521
864,1.0,5.0,28.62757960626304
865,1.0,5.0,4.483389023143445
866,,,
868,1.0,5.0,2.482612696572035
869,,,4.483389023143445
870,,,3.380690558390813
871,,,11.283289317294813
872,,,
873,,,4.060286146418118
874,,,6.604637915265391
875,,2.0,
876,,,2.8053925657860095
879,,,4.483389023143445
880,,,6.652540463211111
882,,,
883,,1.0,4.483389023143445
884,,,
885,1.0,,
886,,,
887,,,2.115519217983587
888,,,4.483389023143445
889,,,6.247402787893737
890,,,
891,,,4.483389023143445
892,,,0.6587535319102802
893,,,21.00083354177332
894,,,4.483389023143445
895,,,4.483389023143445
896,,,4.483389023143445
897,,,11.164337513961993
898,,,
899,,,
900,,,4.483389023143445
901,,,0.4897057026556731
902,,5.0,10.79941646664416
904,,,4.483389023143445
906,1.0,4.0,14.035811821858807
907,,,16.26047003052312
908,,,4.6139550723454645
909,,,3.160635494129965
910,,,3.577640007512182
911,,,1.7746773740761483
913,,,
914,,,11.557683205441156
915,,,4.483389023143445
916,,1.0,6.8841473479195265
917,,,3.3298212465637436
918,,,
920,,5.0,9.543438850770643
921,,,7.398169892155172
922,,,
923,,,18.25313651091988
924,,,0.1940787672224302
925,,,0.5406363178210258
926,,,3.4269464018964495
927,,,5.052406479158788
928,,2.0,3.098594084835113
929,,,
930,,,13.838396501969036
931,,,3.1714456726058287
932,,,
933,,3.0,4.483389023143445
934,1.0,1.0,
935,,1.0,1.0207488698048317
936,,,4.764657756817612
937,,,2.0764118823032174
938,,,12.771713295535314
939,,,6.727022301417673
940,,,
943,,,1.9263931252455049
944,,1.0,7.243054910790486
945,,,
947,,,3.216875970563448
948,,,24.286061988316032
949,,,4.483389023143445
952,,,
955,,,3.423301782902767
956,,,
957,,,
958,,2.0,1.524914355045774
959,,,
960,,,4.483389023143445
961,,,14.768205091828428
962,,,
963,,,4.483389023143445
964,,,10.775697405415547
965,,,7.281014582128416
966,,,
967,,,3.935165497410098
968,,,5.941503042471021
969,,,30.37357880115669
971,,,8.95284000353347
972,,,4.483389023143445
973,,,4.483389023143445
974,,,15.61645197244258
975,,,
976,,,1.9362437362106868
978,,,5.366117462490115
981,,,4.362888084049435
982,,,13.166702721708884
983,,,4.483389023143445
984,,,10.005750401865264
985,,,43.149817395909345
986,,,
987,,,4.483389023143445
988,,,4.483389023143445
989,,,1.4900591508941874
990,,,11.517297030932388
991,,,2.194311344529471
993,,,4.483389023143445
994,,,
996,,2.0,5.309682590288672
997,,,0.0390159108608711
998,,,2.618087767901733
999,,,14.209457988013384
1000,,1.0,
1002,1.0,1.0,7.484526682833012
1003,,,13.091957957087216
1004,,,4.165942729567107
1005,,,4.483389023143445
1006,,,
1007,,3.0,4.483389023143445
1009,,5.0,2.521153325895584
1010,,,6.851189304078531
1011,,,1.3880965434186798
1012,,,8.456537082611906
1013,,,3.2516617463024815
1014,,,7.245426184822238
1015,,,
1016,,,4.483389023143445
1017,,,4.483389023143445
1018,,,
1019,,,2.308297422066192
1020,,,4.483389023143445
1021,,,4.483389023143445
1024,,,
1025,,,4.483389023143445
1027,,3.0,1.6980979784014665
1028,,,
1029,,,0.7881647334531263
1030,,,3.3286456605571626
1032,,,
1033,,,0.5916018673981847
1034,,5.0,22.95232281112889
1035,1.0,,3.8881813143910753
1036,,,6.569593158811038
1037,,,
1038,,,
1039,,,5.216658282550576
1041,,,
1043,1.0,1.0,4.483389023143445
1044,,,
1046,,,
1047,,,5.547133964825083
1048,,,3.7170789662616066
1049,,,4.483389023143445
1050,,,7.064275918190854
1051,,,4.483389023143445
1052,,,4.483389023143445
1054,,1.0,3.030883151060008
1055,,,4.483389023143445
1056,,,1.2496816135990256
1057,,,4.483389023143445
1058,,,4.483389023143445
1059,,,
1060,,,
1063,,,
1064,,,4.1602335945597995
1065,,2.0,4.483389023143445
1066,,1.0,7.642082716673458
1067,1.0,5.0,10.010820337104512
1068,,,3.5445118533684745
1069,,,11.80769824301314
1071,,,
1073,,,2.0111538744110593
1074,,,4.483389023143445
1075,1.0,1.0,6.559922174969865
1076,,2.0,1.5630166720691632
1078,,,6.806667239083948
1079,,,5.8160911204446535
1080,,,
1081,,,34.76918021226363
1082,,,
1083,,1.0,3.1723207282179366
1084,,,5.477850856779292
1085,,,14.864528939490786
1086,,2.0,5.413978111568628
1087,,,
1088,,,4.483389023143445
1089,,,3.2294368010355514
1091,,,2.1421210759785474
1093,,2.0,20.239581977484516
1094,,,3.0648430234768704
1096,,,35.671900926943216
1097,,,8.222106262447618
1098,,,10.932511034321026
1099,,1.0,4.483389023143445
1100,,,0.538459854901082
1101,,,
1102,,,4.483389023143445
1103,,,4.609366254785535
1104,,,11.536698287772577
1105,,,4.483389023143445
1106,,,8.847435657374174
1107,,,4.483389023143445
1108,,,6.636360222055861
1110,1.0,5.0,2.563006222773174
1111,,,
1114,,,3.78216794223617
1117,,1.0,2.916771748451138
1118,,,6.852758477863921
1119,,,
1120,,,16.454430519946165
1121,,,
1122,,,10.459758146313211
1123,,,
1124,2.0,1.0,4.483389023143445
1125,,,1.1038628988618964
1126,,,4.483389023143445
1127,,,19.579409243414784
1128,,,4.483389023143445
1129,,,4.483389023143445
1130,,,
1131,,,
1132,,,2.6753427566703456
1133,,,15.24630889557768
1134,,,8.224907524306898
1136,,,
1137,,,5.732514719163604
1138,,,4.483389023143445
1139,,,10.723776834702557
1141,,,3.07643829476059
1143,,4.0,10.911588738391368
1144,,1.0,
1145,,,8.760438599248204
1146,,,4.483389023143445
1149,,,4.483389023143445
1150,,,4.483389023143445
1151,,,5.8527971129862015
1152,,,4.483389023143445
1153,,,
1155,,2.0,
1156,,,2.7946669596465736
1157,,,
1159,,,
1161,,,14.399833289012374
1162,,,
1164,,,1.0497788263301475
1165,,,
1166,,,9.403231388538227
1167,,,4.483389023143445
1168,,,3.2251645811341354
1169,,,20.490979728363467
1170,,,1.7589614838256191
1172,,,
1173,,,2.801846800933393
1174,,,23.356115888153017
1175,2.0,1.0,4.483389023143445
1176,,,1.2027630287122348
1177,,,
1178,,,3.239633330214064
1179,,,4.483389023143445
1180,,,
1181,,,4.625116565722511
1183,,,
1185,,,2.104737088942691
1187,,5.0,10.399146938337324
1188,1.0,,4.768215131015471
1189,,,4.483389023143445
1190,,,1.51524636097233
1191,,,4.483389023143445
1192,,,7.028165983292529
1193,,,3.3665563619163925
1194,,,2.463416974963348
1196,,,6.963028048616112
1197,,,4.487287389919165
1198,,,4.9791653692764335
1200,1.0,4.0,4.483389023143445
1201,,2.0,0.4017999121802225
1202,,1.0,4.483389023143445
1204,,,1.5355501137553984
1205,,,5.626021643283876
1206,,1.0,4.483389023143445
1207,,,4.483389023143445
1208,,,13.371919862004678
1209,,,
1210,,,7.033580481611387
1211,,,
1213,,,
1214,,,
1215,,,8.161640736247673
1216,,4.0,2.82221795472533
1217,,,7.814376417206101
1218,,,
1219,,,1.613346053339544
1220,,,4.483389023143445
1221,1.0,5.0,4.724728753184939
1222,,,
1223,,,
1224,2.0,2.0,4.483389023143445
1225,,2.0,4.483389023143445
1227,,,
1228,,,0.5430370742723416
1229,,,
1230,1.0,4.0,4.483389023143445
1231,,,4.483389023143445
1232,1.0,4.0,4.800070653842493
1233,,,
1235,,,
1236,,,19.13086963917244
1237,1.0,1.0,0.5502625363871204
1238,,,3.8255705855031383
1239,,,5.251643733621356
1241,,,
1242,,,
1244,,,0.5539268663959429
1245,,,4.483389023143445
1246,,,
1247,,,
1248,,,0.6331226202894702
1250,,2.0,2.006432587942099
1251,,2.0,13.801734854652532
1252,,,2.1888584205789217
1253,,,6.392200426770547
1255,,,9.681217895924975
1256,,,
1257,,,7.526778663559478
1258,,,
1260,,,4.483389023143445
1261,,,
1262,1.0,2.0,9.020903721832775
1263,,,
1264,,,4.483389023143445
1265,,,3.700029319263336
1266,,,
1267,,,0.4110633353138151
1268,,,
1269,,,
1270,,,4.592194310639647
1271,,,
1272,,,1.5881540509708114
1273,,,10.839915790697312
1274,,,6.91596046670562
1275,,,4.483389023143445
1276,1.0,5.0,4.876688122570837
1277,,,12.238132178698852
1278,,,4.483389023143445
1279,1.0,4.0,1.8591900135420512
1280,,,
1282,,,
1284,,,1.1972361537976757
1286,,,1.1472764206370822
1287,,,
1288,,,
1289,1.0,1.0,16.853851540599344
1290,,,4.483389023143445
1292,,,1.9098770157141067
1293,,,4.396429439007207
1294,,2.0,1.825258211940284
1295,,5.0,4.483389023143445
1297,,,6.600466067364648
1298,,,4.483389023143445
1300,4.0,5.0,8.46038994355523
1301,,1.0,0.766713485542406
1302,,,
1303,1.0,,0.8086650237967092
1304,,,2.102532533387138
1306,,,7.079103403246769
1307,,,0.6862450321266111
1311,,,7.350444563967971
1313,,,
1314,,,4.483389023143445
1315,,,10.88871008833242
1316,,,6.368588940734197
1317,,,3.556687907557148
1318,,,
1319,,1.0,6.086564662147373
1320,,,0.9653267318094172
1321,,,6.483146766076766
1323,,4.0,12.11839379392922
1324,,,1.1628082261815773
1325,,,13.062603176596488
1326,,2.0,3.8270214151698823
1327,,,
1329,,,4.483389023143445
1331,,,4.483389023143445
1332,,,
1333,,,3.670477568869544
1334,,,4.483389023143445
1335,,,2.941342553715174
1336,,,
1337,,,2.6872844213069165
1339,,,
1340,,,5.955441145400404
1341,,,9.393327198627215
1342,,,
1346,,,4.483389023143445
1347,,,1.7710520194160182
1348,,,7.402236978702532
1349,,,
1350,,,
1352,,,4.483389023143445
1353,,1.0,5.779740258340825
1354,,,4.483389023143445
1357,,,5.935591811568966
1358,,,4.218675612322908
1359,,,7.754336608634436
1360,,,
1362,,,1.5223717420611216
1363,,,
1364,,,4.483389023143445
1366,,,
1367,,,
1369,,,4.0493881422914075
1370,,,
1371,,,2.5137470107504987
1372,,,2.3915651541844247
1373,,,4.483389023143445
1374,,,2.0295928408408637
1375,,,9.003610648459308
1376,,,3.095429189383122
1377,,,
1378,,,
1379,,,2.923990535785575
1380,,,
1382,,,24.228879660716636
1383,,4.0,4.483389023143445
1384,,,
1385,,,4.483389023143445
1386,,,4.483389023143445
1387,1.0,3.0,4.483389023143445
1388,,,1.7640483154391486
1389,,,0.5990759645320167
1391,,2.0,3.55992525001933
1394,,,
1395,,,0.3237672335938617
1396,,,4.483389023143445
1399,,5.0,2.577135704118011
1403,,,8.687183093697474
1404,,,4.483389023143445
1405,,,0.0533715762290301
1406,,,9.359360496771703
1407,,,3.772615462128434
1408,,,
1410,,,4.618569896862269
1411,,1.0,4.483389023143445
1412,,,
1413,,,
1414,,,
1415,,,1.7242103552128405
1416,,,4.483389023143445
1417,,,
1418,,1.0,6.249334177440588
1419,,,1.5373295790853323
1420,,,
1422,,,
1423,,,
1424,,,
1425,,,
1426,,,4.483389023143445
1427,,,4.483389023143445
1428,,1.0,0.950252097620671
1429,,,1.1097379854016718
1430,,,
1432,,1.0,0.8553972584491412
1433,,5.0,1.7194022245606966
1434,,1.0,
1435,1.0,1.0,
1436,,,
1437,,1.0,
1438,,,
1440,,,1.0151874488174482
1441,,,3.9793580633615937
1442,,,4.483389023143445
1443,,,
1444,,,4.483389023143445
1445,,,
1447,,,11.019035605174178
1448,,4.0,11.645708867123444
1450,,,2.9356586014131345
1451,,,
1452,,,2.8768243682267283
1454,,,
1456,,,
1457,,,
1458,,,6.289162483657987
1460,,,1.746325149683426
1461,,5.0,4.483389023143445
1462,,,4.280957357582787
1464,,1.0,3.8505500717638497
1465,1.0,1.0,2.326219891746228
1466,,,5.4512932725381535
1467,,,
1469,,1.0,4.483389023143445
1470,,,3.303915837916351
1471,1.0,,1.2370182607701496
1472,,,
1473,,,4.483389023143445
1474,,,
1475,,,
1476,,,8.638781792897266
1477,,,
1478,,,29.380657199141567
1479,,,10.26583520055854
1481,,,
1482,,,
1483,,,4.483389023143445
1484,,,13.19002665693457
1485,,,4.241554955118761
1487,,,7.539860341429289
1488,,1.0,6.8399006180450295
1489,,,3.5367942117291116
1490,,,
1491,,,0.7824466059048403
1492,,,4.483389023143445
1493,,,0.3246590756483478
1494,,,10.030392281882545
1495,,,15.434797943757982
1496,,,6.8791703677664
1497,,,
1498,,,
1499,,3.0,8.758721106882252
1500,,,7.872295824962125
1501,,,6.194282645438397
1503,,1.0,
1504,,,1.225656193844197
1505,,,
1506,,,
1507,,,
1508,,,4.936800646199267
1509,,5.0,0.6107950606641558
1510,,2.0,9.547986028880809
1511,,,5.283532671318673
1512,,,26.403896949335888
1514,,,
1515,,,
1516,,,4.483389023143445
1517,,,2.992454185019967
1520,1.0,1.0,
1521,,3.0,4.483389023143445
1522,,,7.652763186545925
1523,,1.0,9.78589573052697
1525,,,0.282442359257109
1526,,,
1527,,,4.483389023143445
1528,,,
1529,,,4.483389023143445
1531,,,4.783854090100879
1532,,,4.483389023143445
1533,,,
1534,,,10.398622111383428
1536,,,4.021382242100249
1537,,,4.453899174957941
1538,,,
1539,,5.0,5.886073776665239
1541,,2.0,4.483389023143445
1542,,,
1543,,,2.960295879142124
1544,,,4.483389023143445
1545,,,4.9593234072185215
1546,,,4.483389023143445
1547,,1.0,4.483389023143445
1550,,,1.1815061216565317
1551,,,0.8953852133059474
1552,,1.0,4.483389023143445
1554,,,0.8620996628273108
1555,,,3.587769968392803
1556,,,4.483389023143445
1557,,,4.669947522862692
1558,,,12.1436930994387
1559,,,
1561,,,
1562,,,16.926015963276274
1563,,,4.483389023143445
1564,,,
1565,,,2.3088020778711007
1566,,,
1567,,3.0,4.483389023143445
1569,,,4.189741920848398
1570,,,20.166779384974152
