consumer_id,y_true,risk_score,predicted_label,risk_band,latest_changed_password,max_item_count,days_since_first_transaction,email_address_age_days,email_domain_label,email_domain_tld_label,email_username_length,num_unique_delivery_addresses,latest_delivery_address_name_length,latest_delivery_address_region_label,latest_delivery_address_fraction_vowels,latest_order_amount_usd,latest_item_category,latest_item_product_title,latest_item_quantity,latest_item_tag_count,per_week_purchase_total,per_week_unique_ips,per_week_update_account,per_week_payment_method_change,per_day_add_item_to_cart,per_day_transactions,per_day_payment_method_change,per_day_devices_per_user,per_day_purchase_total,per_day_unique_billing_last4,per_month_logout,per_month_page_activity,per_month_transactions,is_tp,is_fp,is_fn,is_tn,high_transaction_velocity,many_unique_ips
20084,0,0.6461177453905419,1,medium,False,1.0,588.8910497379319,700.1475888888889,386.0,17.0,8.0,2.0,11.0,16.0,0.4847446856755988,53.11684479003227,Sides,Dough Knots - Order of 2,1.0,1.0,111.15,3.0,2.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,6.0,3.0,6.745836550648232,0,1,0,0,0,1
3976,0,0.2568949001179122,0,low,False,-999.0,-999.0,56.89492913194446,386.0,17.0,7.0,-999.0,11.0,22.0,0.5253417353878113,-999.0,Missing,Missing,-999.0,-999.0,-999.0,2.0,2.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
10500,0,0.9261150739303753,1,high,False,2.0,379.29348200790133,274.0825797800926,386.0,17.0,13.0,2.0,12.0,5.0,0.4156695121831963,237.0192008610192,Appetizers,Fried Cream Cheese Wontons (8),1.0,1.0,37.63,3.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,-999.0,5.0,12.016449743761251,0,1,0,0,0,1
539,1,0.932729910371823,1,high,False,1.0,10.64955429373219,15.731172025462964,1100.0,17.0,15.0,2.0,13.0,44.0,0.3641043559911213,13.376502427211278,Chicken,Crispy Chicken Sandwich,1.0,1.0,4.33,2.0,3.0,1.0,2.0,1.0,0.0,2.0,0.5,1.0,-999.0,2.0,4.483389023143445,1,0,0,0,0,0
14283,0,0.008833893711263167,0,low,False,1.0,770.14503315428,1274.4523,386.0,17.0,11.0,1.0,13.0,45.0,0.2902886241715809,114.0416740015076,Entrees,Burrito Bowl,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-999.0,0.0,1.0,0.0,1.0,-999.0,-999.0,4.483389023143445,0,0,0,1,0,0
17434,0,0.13450146282485778,0,low,Missing,1.0,314.9896886833975,107.04350270833334,386.0,17.0,13.0,2.0,23.0,44.0,0.2418321416973333,162.9975841255797,Combos,Country Fried Steak & Eggs*,1.0,1.0,0.0,3.0,-999.0,0.0,-999.0,2.0,0.0,1.0,0.0,1.0,-999.0,-999.0,4.483389023143445,0,0,0,1,0,1
15204,0,0.46258612242290476,0,medium,False,1.0,562.7757578662091,241.02824980324073,1100.0,17.0,15.0,1.0,13.0,43.0,0.2824785370348137,130.71257044668886,Traditional Favorites,Kung Pao,1.0,1.0,52.61,2.0,4.0,5.0,-999.0,3.0,2.0,1.0,0.0,3.0,-999.0,-999.0,4.983103097346765,0,0,0,1,0,0
16099,0,0.0007765892852130007,0,low,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Rice,R13. Manchurian Seafood Fried Rice,1.0,1.0,-999.0,1.0,-999.0,0.0,12.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
2444,0,6.665600348648773e-05,0,low,False,1.0,1287.8167737184292,1206.1458636574075,386.0,17.0,15.0,1.0,15.0,5.0,0.4240676840818975,109.66741892151568,Side Order,Hummus with Pita,1.0,1.0,38.97,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,38.97,1.0,-999.0,-999.0,4.2943531941745405,0,0,0,1,0,0
17904,0,0.0007844783216320311,0,low,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Sides,Classic Fresh-Cut Fries,1.0,1.0,-999.0,1.0,-999.0,0.0,4.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
15091,0,0.8633945102461242,1,high,False,2.0,314.9896886833975,251.5385320486111,458.0,17.0,14.0,1.0,14.0,33.0,0.5642333419079765,202.95771557099215,Side,Side of Guacamole,1.0,1.0,-999.0,1.0,1.0,0.0,6.0,3.0,0.0,2.0,-999.0,1.0,-999.0,1.0,4.711295662359669,0,1,0,0,0,0
4729,0,0.0056878873268238275,0,low,False,1.0,142.81572874129677,270.2307140162037,386.0,17.0,15.0,-999.0,14.0,33.0,0.3569869409153708,109.66741892151568,Individual Meals,Half Rotisserie Chicken,2.0,1.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
7621,1,0.8287491881887096,1,high,False,1.0,314.9896886833975,14.223680729166665,64.0,17.0,13.0,2.0,13.0,20.0,0.2157857732571333,109.66741892151568,Missing,Missing,-999.0,-999.0,7.27,1.0,8.0,1.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,4.682991962350068,1,0,0,0,0,0
12070,0,0.8777838266548912,1,high,False,1.0,314.9896886833975,163.87382660879632,386.0,17.0,12.0,1.0,12.0,15.0,0.3254578590535492,181.714236234523,Missing,Missing,-999.0,-999.0,-999.0,1.0,6.0,0.0,-999.0,2.0,0.0,1.0,-999.0,1.0,-999.0,-999.0,4.483389023143445,0,1,0,0,0,0
9290,0,0.047619837978824776,0,low,False,1.0,704.7071405904779,341.922917650463,1100.0,17.0,12.0,1.0,13.0,34.0,0.5269477544691226,109.66741892151568,Chicken,10 Piece Chicken Nuggets,1.0,1.0,0.0,1.0,2.0,0.0,-999.0,2.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,5.149927385452146,0,0,0,1,0,0
13657,0,0.2751662560739754,0,low,False,1.0,314.9896886833975,656.4434065625,458.0,17.0,18.0,1.0,15.0,4.0,0.3014790068687065,121.19372961611256,Sushi Rolls,#125. Spicy Tuna Roll,1.0,1.0,36.338563744728106,1.0,2.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,1.0,-999.0,5.934235680854278,0,0,0,1,0,0
4296,0,0.10806619515804446,0,low,False,1.0,674.6133335828106,290.32053636574074,386.0,17.0,16.0,1.0,14.0,5.0,0.3732562140674883,83.45107415001323,Craft Your Own Pizza,Cheese Pizza,1.0,1.0,72.25,1.0,1.0,1.0,-999.0,2.0,1.0,1.0,72.25,1.0,-999.0,-999.0,4.483389023143445,0,0,0,1,0,0
8929,1,0.9210896162628918,1,high,False,1.0,32.51164655630781,168.7915178125,1100.0,17.0,7.0,1.0,13.0,44.0,0.2870988649673559,102.87469820424856,Entrees,1 Taco,1.0,1.0,4.33,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,1.0,-999.0,1.0,3.364982709449553,1,0,0,0,0,0
6807,0,0.00730810555577791,0,low,Missing,1.0,314.9896886833975,320.924221875,824.0,46.0,9.0,1.0,16.0,5.0,0.4485322257363162,106.9319328209228,Burgers,Teriyaki Avocado,1.0,1.0,22.73,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,22.73,-999.0,-999.0,-999.0,9.072479133630528,0,0,0,1,0,0
14140,0,0.948472893440183,1,high,False,1.0,-999.0,0.712652337962963,386.0,17.0,13.0,-999.0,18.0,5.0,0.1548513261324512,33.88370375082015,Combinations,Build Your Own Combo with 2 Items,1.0,1.0,-999.0,1.0,1.0,0.0,2.0,-999.0,0.0,2.0,-999.0,1.0,-999.0,1.0,-999.0,0,1,0,0,0,0
17330,0,0.0005362846279111592,0,low,Missing,-999.0,-999.0,966.214639212963,386.0,17.0,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pastas,Lasagna,1.0,1.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
9459,0,0.0007923205679294874,0,low,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Sweet Treats,Soft Baked Chocolate Chip Cookie (1 Pc.),1.0,1.0,-999.0,1.0,-999.0,0.0,29.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
6010,0,0.4101644333507744,0,medium,False,1.0,314.9896886833975,161.05149269675923,386.0,17.0,9.0,1.0,18.0,3.0,0.2896645040706216,72.36967162180727,World-Famous Pizookies®,Pizookie® Trio,1.0,1.0,0.0,4.0,1.0,0.0,-999.0,-999.0,0.0,3.0,0.0,-999.0,-999.0,-999.0,4.483389023143445,0,0,0,1,0,1
9611,1,0.6853462409100542,1,medium,False,1.0,314.9896886833975,6.954747581018518,386.0,17.0,13.0,1.0,11.0,15.0,0.3691538917865482,136.62840942106212,Full Size Calzones,Meaty Calzone,1.0,1.0,-999.0,1.0,7.0,4.0,-999.0,6.0,4.0,1.0,-999.0,4.0,-999.0,-999.0,2.6249447571447977,1,0,0,0,1,0
1197,0,0.006860944945062587,0,low,False,1.0,56.74804806570128,247.25645978009257,386.0,17.0,9.0,3.0,14.0,3.0,0.1946426177017798,109.66741892151568,A La Carte Meat,Chicken Breast,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,4.487287389919165,0,0,0,1,0,0
12374,0,0.08896065457355837,0,low,False,2.0,450.3611864474932,335.0033188657408,386.0,17.0,10.0,1.0,12.0,34.0,0.2846884543917697,109.66741892151568,Entrees,Burrito Bowl,1.0,1.0,51.89,1.0,-999.0,0.0,3.0,1.0,0.0,2.0,23.16,1.0,-999.0,5.0,2.871220230144167,0,0,0,1,0,0
15455,0,0.003369797211385189,0,low,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
13899,0,0.0007716500500020815,0,low,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,FIVE FOUR PRIME,PRIME RIB FRENCH DIP,1.0,1.0,-999.0,1.0,-999.0,0.0,7.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
4878,0,0.9100560793927842,1,high,False,2.0,314.9896886833975,151.0905428009259,876.0,17.0,13.0,1.0,13.0,27.0,0.3827662208961867,43.060203475999224,Missing,Missing,-999.0,-999.0,-999.0,2.0,11.0,2.0,-999.0,7.0,2.0,1.0,-999.0,2.0,-999.0,-999.0,12.932023162553286,0,1,0,0,1,0
12833,0,0.0020384999250544714,0,low,False,8.0,1107.1262816419326,694.4593208796298,553.0,17.0,12.0,2.0,12.0,5.0,0.4582088336043849,169.54156635865792,Signature Pizzas,Garlic Cheesy Bread,1.0,1.0,108.71,2.0,-999.0,2.0,-999.0,4.0,1.0,1.0,90.27,2.0,-999.0,-999.0,5.907786705209271,0,0,0,1,1,0
4358,0,0.0002761578542229236,0,low,False,1.0,314.9896886833975,955.2142910532408,386.0,17.0,10.0,-999.0,14.0,18.0,0.5228179955725906,109.66741892151568,Sides,Cajun Fresh-Cut Fries,1.0,1.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
1567,0,0.22328155073691666,0,low,False,1.0,60.96293279714729,157.0094391550926,386.0,17.0,11.0,1.0,12.0,20.0,0.3734605436584072,109.66741892151568,Appetizers/Sides,French Fries (Each),1.0,1.0,18.44,1.0,-999.0,0.0,2.0,1.0,0.0,2.0,18.44,1.0,-999.0,3.0,4.483389023143445,0,0,0,1,0,0
1271,0,0.0027394241177105725,0,low,False,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,5.0,0.0828615991491589,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,2.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
15215,0,0.48576801146390935,0,medium,False,1.0,462.6945851262357,574.0610933101851,386.0,17.0,10.0,1.0,18.0,16.0,0.3419085920343274,56.4058780935825,Missing,Missing,-999.0,-999.0,-999.0,1.0,8.0,2.0,-999.0,7.0,2.0,1.0,-999.0,2.0,-999.0,-999.0,4.483389023143445,0,0,0,1,1,0
16031,0,0.008348530636775583,0,low,False,1.0,141.49471792679324,253.6930818055556,386.0,17.0,14.0,1.0,14.0,45.0,0.315949589770451,109.66741892151568,Make Your Own Pizza,"Make Your Own Pizza (Large 14"")",1.0,1.0,22.05,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,22.05,-999.0,-999.0,-999.0,6.258352274428102,0,0,0,1,0,0
16717,0,0.003547333822452023,0,low,False,1.0,314.9896886833975,188.3696098032407,850.0,17.0,3.0,-999.0,10.0,34.0,0.177275247226391,45.2734509973116,Frosty®,Frosty®,2.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
10174,0,0.1889643950601515,0,low,False,4.0,314.9896886833975,287.0636288657407,386.0,17.0,18.0,1.0,9.0,33.0,0.4333003895677269,109.66741892151568,Chicken,Chicken Nuggets (4 Pc.),2.0,1.0,52.78,1.0,4.0,0.0,-999.0,1.0,0.0,1.0,52.78,1.0,-999.0,-999.0,2.742243905676621,0,0,0,1,0,0
19569,0,0.9063188364029253,1,high,False,1.0,427.1154943933359,286.9087758333333,386.0,17.0,10.0,3.0,17.0,10.0,0.2672022395297647,109.66741892151568,Desserts,Brownie Bites,1.0,1.0,62.23,2.0,2.0,1.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,1.0,5.0,18.850797522148337,0,1,0,0,0,0
20335,0,0.014257582818467212,0,low,False,1.0,356.5860472842287,876.1516560069444,612.0,17.0,8.0,1.0,13.0,15.0,0.2910612189507066,109.66741892151568,Hot Specialty Subs,Large Turkey Bacon Ranch ™,1.0,1.0,30.1,2.0,3.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,13.57969366188859,0,0,0,1,0,0
10492,0,0.1487833936019767,0,low,False,2.0,566.6505510545435,1146.6764804976851,64.0,17.0,10.0,1.0,11.0,5.0,0.4184395007024991,182.87073603032155,Missing,Missing,-999.0,-999.0,-999.0,1.0,4.0,2.0,-999.0,1.0,2.0,1.0,-999.0,2.0,-999.0,-999.0,2.920654177555124,0,0,0,1,0,0
8368,0,0.27572217813257666,0,low,False,1.0,314.9896886833975,129.04577046296296,386.0,17.0,14.0,-999.0,13.0,43.0,0.3798746102862829,125.3169022589573,Entrees,Burrito Bowl,1.0,1.0,-999.0,2.0,1.0,0.0,-999.0,-999.0,0.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,1,0,0
20072,0,0.9044222888053152,1,high,False,1.0,314.9896886833975,0.9105555902777778,386.0,17.0,19.0,1.0,15.0,45.0,0.3018289103508678,71.06966688859066,Missing,Missing,-999.0,-999.0,-999.0,1.0,3.0,0.0,-999.0,1.0,0.0,1.0,-999.0,1.0,-999.0,-999.0,4.483389023143445,0,1,0,0,0,0
14396,0,0.0021010971664122595,0,low,False,1.0,559.4438165353581,1493.983276157407,458.0,17.0,16.0,1.0,16.0,45.0,0.3047940490837967,292.66634987133307,Sides,Joojeh Kabob,2.0,1.0,31.2,1.0,5.0,0.0,-999.0,1.0,0.0,1.0,31.2,-999.0,-999.0,-999.0,2.882776914080882,0,0,0,1,0,0
1452,0,0.002014078270839517,0,low,False,2.0,314.9896886833975,598.0415228356483,386.0,17.0,10.0,2.0,17.0,30.0,0.4700555157529792,161.84914850176747,Burritos (Wrapped or Bowl),Ground Beef,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,2.8768243682267283,0,0,0,1,0,0
19987,0,0.010959383410895517,0,low,False,1.0,91.43136497423096,1038.894601770833,86.0,46.0,6.0,1.0,12.0,35.0,0.2674719125376554,137.81660936209568,Combos,The Caniac Combo,1.0,1.0,0.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,4.015586655175996,0,0,0,1,0,0
9666,1,0.8566465312072955,1,high,False,1.0,314.9896886833975,13.789862638888891,64.0,17.0,9.0,1.0,15.0,5.0,0.1466966801850491,82.84509573458162,Missing,Missing,-999.0,-999.0,2.5,1.0,4.0,0.0,-999.0,1.0,0.0,1.0,2.5,1.0,-999.0,-999.0,2.3888361379182994,1,0,0,0,0,0
